method_raw,dataset_id,score,local_score,global_score,cluster_score,n_score_metrics,complete_score_inputs,source_layer,method_id,parent_method,perturbation_axis,perturbation_axis_label,axis_order,parameter_label,method_family,method_order,param_group,param_value,cells,genes,sparsity_pct,n_batches,n_groups,size_mb,score_available
scScope,de_0.4,0.3387368421052632,0.40211111111111114,0.4034,0.16,19,True,standard_metric_files,scScope,scScope,de_strength,DE strength,2,0.4,deep generative/autoencoder,12.0,de,0.4,2000.0,3000.0,48.0,1.0,5.0,67.0,True
scvis,de_0.4,0.22742105263157894,0.28455555555555556,0.22999999999999998,0.122,19,True,standard_metric_files,scvis,scvis,de_strength,DE strength,2,0.4,deep generative/autoencoder,9.0,de,0.4,2000.0,3000.0,48.0,1.0,5.0,67.0,True
tGPLVM,de_0.4,0.7107894736842105,0.7134444444444444,0.43079999999999996,0.986,19,True,standard_metric_files,tGPLVM,tGPLVM,de_strength,DE strength,2,0.4,linear/probabilistic,7.0,de,0.4,2000.0,3000.0,48.0,1.0,5.0,67.0,True
DRA,de_0.6,0.2501052631578948,0.3174444444444445,0.315,0.064,19,True,standard_metric_files,DRA,DRA,de_strength,DE strength,3,0.6,deep generative/autoencoder,16.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
DREAM,de_0.6,0.7153157894736841,0.6908888888888889,0.6806000000000001,0.7939999999999999,19,True,standard_metric_files,DREAM,DREAM,de_strength,DE strength,3,0.6,deep generative/autoencoder,15.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
EDGE,de_0.6,0.7417894736842106,0.745,0.4958,0.982,19,True,standard_metric_files,EDGE,EDGE,de_strength,DE strength,3,0.6,graph/diffusion,20.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
GLMPCA,de_0.6,0.7355263157894737,0.6936666666666667,0.7184000000000001,0.828,19,True,standard_metric_files,GLMPCA,GLMPCA,de_strength,DE strength,3,0.6,linear/probabilistic,2.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
PCA,de_0.6,0.7822105263157896,0.7340000000000001,0.7172000000000001,0.9339999999999999,19,True,standard_metric_files,PCA,PCA,de_strength,DE strength,3,0.6,linear/probabilistic,1.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
PHATE,de_0.6,0.8121052631578948,0.7434444444444446,0.7518,0.9960000000000001,19,True,standard_metric_files,PHATE,PHATE,de_strength,DE strength,3,0.6,graph/diffusion,19.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
PaCMAP,de_0.6,0.27042105263157895,0.3152222222222222,0.27419999999999994,0.186,19,True,standard_metric_files,PaCMAP,PaCMAP,de_strength,DE strength,3,0.6,metric/structure-aware,23.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
ParametricUMAP200,de_0.6,0.7863157894736842,0.7468888888888889,0.6456000000000002,0.998,19,True,standard_metric_files,Parametric UMAP 200,UMAP,de_strength,DE strength,3,0.6,graph/diffusion,17.2,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
ParametricUMAP50,de_0.6,0.7668947368421053,0.7447777777777779,0.5776,0.9960000000000001,19,True,standard_metric_files,Parametric UMAP 50,UMAP,de_strength,DE strength,3,0.6,graph/diffusion,17.1,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
SAUCIE,de_0.6,0.22915789473684212,0.29611111111111116,0.22980000000000006,0.10800000000000001,19,True,standard_metric_files,SAUCIE,SAUCIE,de_strength,DE strength,3,0.6,deep generative/autoencoder,11.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
SCDRHA,de_0.6,0.6958947368421055,0.6905555555555557,0.6414,0.76,19,True,standard_metric_files,SCDRHA,SCDRHA,de_strength,DE strength,3,0.6,deep generative/autoencoder,13.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
SIMLR,de_0.6,0.7647368421052633,0.7435555555555556,0.5795999999999999,0.9879999999999999,19,True,standard_metric_files,SIMLR,SIMLR,de_strength,DE strength,3,0.6,graph/diffusion,18.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
SPDR,de_0.6,0.7785789473684211,0.761888888888889,0.6092000000000001,0.9780000000000001,19,True,standard_metric_files,SPDR,SPDR,de_strength,DE strength,3,0.6,graph/diffusion,21.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
SQuaD_MDS,de_0.6,0.6332105263157896,0.6701111111111111,0.73,0.47000000000000003,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,de_strength,DE strength,3,0.6,metric/structure-aware,26.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
SQuaD_MDS_hybrid,de_0.6,0.7316315789473684,0.7595555555555555,0.44299999999999995,0.97,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,de_strength,DE strength,3,0.6,metric/structure-aware,25.1,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
SSNMDI,de_0.6,0.21936842105263157,0.3115555555555556,0.1388,0.134,19,True,standard_metric_files,SSNMDI,SSNMDI,de_strength,DE strength,3,0.6,linear/probabilistic,6.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
TSNE,de_0.6,0.7251578947368421,0.757888888888889,0.42140000000000005,0.97,19,True,standard_metric_files,t-SNE,t-SNE,de_strength,DE strength,3,0.6,metric/structure-aware,24.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
TriMap,de_0.6,0.8196842105263157,0.7584444444444444,0.7676000000000001,0.982,19,True,standard_metric_files,TriMap,TriMap,de_strength,DE strength,3,0.6,metric/structure-aware,25.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
UMAP,de_0.6,0.7753157894736842,0.7451111111111112,0.615,0.99,19,True,standard_metric_files,UMAP,UMAP,de_strength,DE strength,3,0.6,graph/diffusion,17.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
VAE,de_0.6,0.7921578947368421,0.7537777777777779,0.7394000000000001,0.914,19,True,standard_metric_files,VAE,VAE,de_strength,DE strength,3,0.6,deep generative/autoencoder,8.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
ZIFA,de_0.6,0.7831578947368422,0.7387777777777778,0.7022,0.944,19,True,standard_metric_files,ZIFA,ZIFA,de_strength,DE strength,3,0.6,linear/probabilistic,4.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
ivis,de_0.6,0.7677368421052632,0.7495555555555555,0.5942000000000001,0.974,19,True,standard_metric_files,IVIS,IVIS,de_strength,DE strength,3,0.6,metric/structure-aware,22.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
pCMF,de_0.6,0.19736842105263158,0.3163333333333333,0.17260000000000003,0.008,19,True,standard_metric_files,pCMF,pCMF,de_strength,DE strength,3,0.6,linear/probabilistic,3.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
scGAE,de_0.6,0.2639473684210526,0.3768888888888889,0.21259999999999998,0.11200000000000002,19,True,standard_metric_files,scGAE,scGAE,de_strength,DE strength,3,0.6,deep generative/autoencoder,14.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
scGBM,de_0.6,0.7372105263157894,0.6956666666666667,0.7212,0.828,19,True,standard_metric_files,scGBM,scGBM,de_strength,DE strength,3,0.6,linear/probabilistic,5.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
scScope,de_0.6,0.7189473684210527,0.7386666666666666,0.46440000000000003,0.9380000000000001,19,True,standard_metric_files,scScope,scScope,de_strength,DE strength,3,0.6,deep generative/autoencoder,12.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
scvis,de_0.6,0.3118947368421052,0.3853333333333333,0.3156,0.176,19,True,standard_metric_files,scvis,scvis,de_strength,DE strength,3,0.6,deep generative/autoencoder,9.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
tGPLVM,de_0.6,0.754157894736842,0.7444444444444445,0.5358,0.99,19,True,standard_metric_files,tGPLVM,tGPLVM,de_strength,DE strength,3,0.6,linear/probabilistic,7.0,de,0.6,2000.0,3000.0,50.5,1.0,5.0,65.0,True
DRA,de_0.8,0.2303684210526316,0.3133333333333333,0.24739999999999998,0.064,19,True,standard_metric_files,DRA,DRA,de_strength,DE strength,4,0.8,deep generative/autoencoder,16.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
DREAM,de_0.8,0.7719473684210527,0.7427777777777779,0.6763999999999999,0.9199999999999999,19,True,standard_metric_files,DREAM,DREAM,de_strength,DE strength,4,0.8,deep generative/autoencoder,15.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
EDGE,de_0.8,0.7393157894736843,0.7457777777777778,0.487,0.9800000000000001,19,True,standard_metric_files,EDGE,EDGE,de_strength,DE strength,4,0.8,graph/diffusion,20.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
GLMPCA,de_0.8,0.7530526315789473,0.7004444444444444,0.7687999999999999,0.8320000000000001,19,True,standard_metric_files,GLMPCA,GLMPCA,de_strength,DE strength,4,0.8,linear/probabilistic,2.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
PCA,de_0.8,0.7926315789473684,0.7322222222222222,0.766,0.9279999999999999,19,True,standard_metric_files,PCA,PCA,de_strength,DE strength,4,0.8,linear/probabilistic,1.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
PHATE,de_0.8,0.8243684210526316,0.7444444444444445,0.7966,0.9960000000000001,19,True,standard_metric_files,PHATE,PHATE,de_strength,DE strength,4,0.8,graph/diffusion,19.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
PaCMAP,de_0.8,0.26921052631578946,0.31522222222222224,0.26959999999999995,0.186,19,True,standard_metric_files,PaCMAP,PaCMAP,de_strength,DE strength,4,0.8,metric/structure-aware,23.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
ParametricUMAP200,de_0.8,0.7826842105263158,0.7476666666666667,0.6304,0.998,19,True,standard_metric_files,Parametric UMAP 200,UMAP,de_strength,DE strength,4,0.8,graph/diffusion,17.2,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
ParametricUMAP50,de_0.8,0.7567368421052632,0.7464444444444445,0.536,0.9960000000000001,19,True,standard_metric_files,Parametric UMAP 50,UMAP,de_strength,DE strength,4,0.8,graph/diffusion,17.1,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
SAUCIE,de_0.8,0.2677368421052632,0.35922222222222217,0.26080000000000003,0.11000000000000001,19,True,standard_metric_files,SAUCIE,SAUCIE,de_strength,DE strength,4,0.8,deep generative/autoencoder,11.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
SCDRHA,de_0.8,0.7881578947368422,0.7442222222222222,0.6614,0.994,19,True,standard_metric_files,SCDRHA,SCDRHA,de_strength,DE strength,4,0.8,deep generative/autoencoder,13.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
SIMLR,de_0.8,0.7753684210526316,0.7461111111111111,0.6134,0.99,19,True,standard_metric_files,SIMLR,SIMLR,de_strength,DE strength,4,0.8,graph/diffusion,18.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
SPDR,de_0.8,0.7705789473684211,0.7615555555555555,0.5793999999999999,0.9780000000000001,19,True,standard_metric_files,SPDR,SPDR,de_strength,DE strength,4,0.8,graph/diffusion,21.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
SQuaD_MDS,de_0.8,0.6759473684210526,0.7131111111111111,0.741,0.544,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,de_strength,DE strength,4,0.8,metric/structure-aware,26.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
SQuaD_MDS_hybrid,de_0.8,0.726,0.76,0.4128,0.9780000000000001,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,de_strength,DE strength,4,0.8,metric/structure-aware,25.1,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
SSNMDI,de_0.8,0.22857894736842105,0.30966666666666665,0.1772,0.134,19,True,standard_metric_files,SSNMDI,SSNMDI,de_strength,DE strength,4,0.8,linear/probabilistic,6.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
TSNE,de_0.8,0.7355789473684211,0.758888888888889,0.4612,0.968,19,True,standard_metric_files,t-SNE,t-SNE,de_strength,DE strength,4,0.8,metric/structure-aware,24.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
TriMap,de_0.8,0.8184210526315789,0.7582222222222222,0.7612,0.984,19,True,standard_metric_files,TriMap,TriMap,de_strength,DE strength,4,0.8,metric/structure-aware,25.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
UMAP,de_0.8,0.7475263157894737,0.7482222222222221,0.5037999999999999,0.99,19,True,standard_metric_files,UMAP,UMAP,de_strength,DE strength,4,0.8,graph/diffusion,17.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
VAE,de_0.8,0.742421052631579,0.7542222222222222,0.5436,0.9199999999999999,19,True,standard_metric_files,VAE,VAE,de_strength,DE strength,4,0.8,deep generative/autoencoder,8.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
ZIFA,de_0.8,0.8005263157894736,0.7422222222222223,0.752,0.954,19,True,standard_metric_files,ZIFA,ZIFA,de_strength,DE strength,4,0.8,linear/probabilistic,4.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
ivis,de_0.8,0.7551578947368423,0.7491111111111112,0.5412,0.9800000000000001,19,True,standard_metric_files,IVIS,IVIS,de_strength,DE strength,4,0.8,metric/structure-aware,22.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
pCMF,de_0.8,0.5623157894736842,0.6003333333333333,0.48419999999999996,0.572,19,True,standard_metric_files,pCMF,pCMF,de_strength,DE strength,4,0.8,linear/probabilistic,3.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
scGAE,de_0.8,0.7396315789473684,0.7358888888888888,0.556,0.93,19,True,standard_metric_files,scGAE,scGAE,de_strength,DE strength,4,0.8,deep generative/autoencoder,14.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
scGBM,de_0.8,0.7746842105263158,0.7114444444444444,0.7732000000000001,0.89,19,True,standard_metric_files,scGBM,scGBM,de_strength,DE strength,4,0.8,linear/probabilistic,5.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
scScope,de_0.8,0.7545263157894736,0.7445555555555554,0.573,0.954,19,True,standard_metric_files,scScope,scScope,de_strength,DE strength,4,0.8,deep generative/autoencoder,12.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
scvis,de_0.8,0.7503684210526317,0.7633333333333333,0.5174,0.96,19,True,standard_metric_files,scvis,scvis,de_strength,DE strength,4,0.8,deep generative/autoencoder,9.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
tGPLVM,de_0.8,0.7722105263157895,0.7445555555555556,0.6002,0.994,19,True,standard_metric_files,tGPLVM,tGPLVM,de_strength,DE strength,4,0.8,linear/probabilistic,7.0,de,0.8,2000.0,3000.0,53.5,1.0,5.0,62.0,True
DRA,de_1.0,0.222,0.3135555555555556,0.21319999999999997,0.066,19,True,standard_metric_files,DRA,DRA,de_strength,DE strength,5,1.0,deep generative/autoencoder,16.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
DREAM,de_1.0,0.7503157894736843,0.7435555555555556,0.5688000000000001,0.944,19,True,standard_metric_files,DREAM,DREAM,de_strength,DE strength,5,1.0,deep generative/autoencoder,15.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
EDGE,de_1.0,0.773,0.7465555555555555,0.6075999999999999,0.986,19,True,standard_metric_files,EDGE,EDGE,de_strength,DE strength,5,1.0,graph/diffusion,20.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
GLMPCA,de_1.0,0.8120526315789476,0.7421111111111112,0.796,0.954,19,True,standard_metric_files,GLMPCA,GLMPCA,de_strength,DE strength,5,1.0,linear/probabilistic,2.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
PCA,de_1.0,0.8103157894736844,0.7423333333333333,0.7870000000000001,0.9559999999999998,19,True,standard_metric_files,PCA,PCA,de_strength,DE strength,5,1.0,linear/probabilistic,1.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
PHATE,de_1.0,0.8274736842105263,0.7441111111111112,0.8089999999999999,0.9960000000000001,19,True,standard_metric_files,PHATE,PHATE,de_strength,DE strength,5,1.0,graph/diffusion,19.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
PaCMAP,de_1.0,0.26799999999999996,0.31555555555555553,0.26439999999999997,0.186,19,True,standard_metric_files,PaCMAP,PaCMAP,de_strength,DE strength,5,1.0,metric/structure-aware,23.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
ParametricUMAP200,de_1.0,0.7963684210526316,0.7473333333333334,0.683,0.998,19,True,standard_metric_files,Parametric UMAP 200,UMAP,de_strength,DE strength,5,1.0,graph/diffusion,17.2,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
ParametricUMAP50,de_1.0,0.807,0.7458888888888888,0.728,0.9960000000000001,19,True,standard_metric_files,Parametric UMAP 50,UMAP,de_strength,DE strength,5,1.0,graph/diffusion,17.1,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
SAUCIE,de_1.0,0.29736842105263156,0.3704444444444444,0.31320000000000003,0.15,19,True,standard_metric_files,SAUCIE,SAUCIE,de_strength,DE strength,5,1.0,deep generative/autoencoder,11.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
SCDRHA,de_1.0,0.783578947368421,0.7440000000000001,0.6404,0.998,19,True,standard_metric_files,SCDRHA,SCDRHA,de_strength,DE strength,5,1.0,deep generative/autoencoder,13.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
SIMLR,de_1.0,0.7795263157894737,0.7470000000000001,0.6275999999999999,0.99,19,True,standard_metric_files,SIMLR,SIMLR,de_strength,DE strength,5,1.0,graph/diffusion,18.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
SPDR,de_1.0,0.773421052631579,0.7618888888888891,0.5896,0.9780000000000001,19,True,standard_metric_files,SPDR,SPDR,de_strength,DE strength,5,1.0,graph/diffusion,21.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
SQuaD_MDS,de_1.0,0.7308947368421055,0.7330000000000001,0.7500000000000001,0.708,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,de_strength,DE strength,5,1.0,metric/structure-aware,26.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
SQuaD_MDS_hybrid,de_1.0,0.750421052631579,0.76,0.5076,0.976,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,de_strength,DE strength,5,1.0,metric/structure-aware,25.1,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
SSNMDI,de_1.0,0.2156315789473684,0.31077777777777776,0.128,0.132,19,True,standard_metric_files,SSNMDI,SSNMDI,de_strength,DE strength,5,1.0,linear/probabilistic,6.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
TSNE,de_1.0,0.7437368421052631,0.7571111111111111,0.49339999999999995,0.97,19,True,standard_metric_files,t-SNE,t-SNE,de_strength,DE strength,5,1.0,metric/structure-aware,24.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
TriMap,de_1.0,0.82,0.7575555555555556,0.7664000000000001,0.986,19,True,standard_metric_files,TriMap,TriMap,de_strength,DE strength,5,1.0,metric/structure-aware,25.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
UMAP,de_1.0,0.7682631578947369,0.7464444444444446,0.5838,0.992,19,True,standard_metric_files,UMAP,UMAP,de_strength,DE strength,5,1.0,graph/diffusion,17.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
VAE,de_1.0,0.7857894736842105,0.7527777777777778,0.719,0.9120000000000001,19,True,standard_metric_files,VAE,VAE,de_strength,DE strength,5,1.0,deep generative/autoencoder,8.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
ZIFA,de_1.0,0.807,0.7455555555555554,0.7606000000000002,0.9640000000000001,19,True,standard_metric_files,ZIFA,ZIFA,de_strength,DE strength,5,1.0,linear/probabilistic,4.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
ivis,de_1.0,0.777263157894737,0.7483333333333334,0.6266,0.9800000000000001,19,True,standard_metric_files,IVIS,IVIS,de_strength,DE strength,5,1.0,metric/structure-aware,22.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
pCMF,de_1.0,0.6391052631578947,0.6763333333333333,0.5552,0.6559999999999999,19,True,standard_metric_files,pCMF,pCMF,de_strength,DE strength,5,1.0,linear/probabilistic,3.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
scGAE,de_1.0,0.6932105263157895,0.7323333333333334,0.386,0.93,19,True,standard_metric_files,scGAE,scGAE,de_strength,DE strength,5,1.0,deep generative/autoencoder,14.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
scGBM,de_1.0,0.8117894736842106,0.7406666666666668,0.7975999999999999,0.954,19,True,standard_metric_files,scGBM,scGBM,de_strength,DE strength,5,1.0,linear/probabilistic,5.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
scScope,de_1.0,0.75,0.7445555555555555,0.5558,0.954,19,True,standard_metric_files,scScope,scScope,de_strength,DE strength,5,1.0,deep generative/autoencoder,12.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
scvis,de_1.0,0.7741052631578947,0.7637777777777778,0.6068,0.96,19,True,standard_metric_files,scvis,scvis,de_strength,DE strength,5,1.0,deep generative/autoencoder,9.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
tGPLVM,de_1.0,0.772578947368421,0.7435555555555555,0.6034,0.994,19,True,standard_metric_files,tGPLVM,tGPLVM,de_strength,DE strength,5,1.0,linear/probabilistic,7.0,de,1.0,2000.0,3000.0,55.2,1.0,5.0,61.0,True
DRA,out_0.1,0.24626315789473685,0.31233333333333335,0.3076,0.066,19,True,standard_metric_files,DRA,DRA,out,outlier proportion,1,0.1,deep generative/autoencoder,16.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
DREAM,out_0.1,0.2578421052631578,0.33911111111111114,0.2914,0.078,19,True,standard_metric_files,DREAM,DREAM,out,outlier proportion,1,0.1,deep generative/autoencoder,15.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
EDGE,out_0.1,0.666842105263158,0.6495555555555556,0.5367999999999999,0.828,19,True,standard_metric_files,EDGE,EDGE,out,outlier proportion,1,0.1,graph/diffusion,20.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
GLMPCA,out_0.1,0.6587368421052631,0.6389999999999999,0.5429999999999999,0.8099999999999999,19,True,standard_metric_files,GLMPCA,GLMPCA,out,outlier proportion,1,0.1,linear/probabilistic,2.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
PCA,out_0.1,0.6618421052631579,0.6285555555555554,0.5456000000000001,0.8379999999999999,19,True,standard_metric_files,PCA,PCA,out,outlier proportion,1,0.1,linear/probabilistic,1.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
PHATE,out_0.1,0.7092105263157895,0.6662222222222223,0.5178,0.9780000000000001,19,True,standard_metric_files,PHATE,PHATE,out,outlier proportion,1,0.1,graph/diffusion,19.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
PaCMAP,out_0.1,0.259578947368421,0.31211111111111106,0.2386,0.186,19,True,standard_metric_files,PaCMAP,PaCMAP,out,outlier proportion,1,0.1,metric/structure-aware,23.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
ParametricUMAP200,out_0.1,0.7120000000000001,0.6687777777777778,0.5398,0.9620000000000001,19,True,standard_metric_files,Parametric UMAP 200,UMAP,out,outlier proportion,1,0.1,graph/diffusion,17.2,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
ParametricUMAP50,out_0.1,0.7090000000000001,0.6665555555555556,0.5384,0.9560000000000001,19,True,standard_metric_files,Parametric UMAP 50,UMAP,out,outlier proportion,1,0.1,graph/diffusion,17.1,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
SAUCIE,out_0.1,0.1998421052631579,0.2704444444444445,0.1826,0.09,19,True,standard_metric_files,SAUCIE,SAUCIE,out,outlier proportion,1,0.1,deep generative/autoencoder,11.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
SCDRHA,out_0.1,0.5614736842105262,0.6266666666666667,0.3116,0.6940000000000001,19,True,standard_metric_files,SCDRHA,SCDRHA,out,outlier proportion,1,0.1,deep generative/autoencoder,13.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
SIMLR,out_0.1,0.6814210526315789,0.6586666666666666,0.41579999999999995,0.9879999999999999,19,True,standard_metric_files,SIMLR,SIMLR,out,outlier proportion,1,0.1,graph/diffusion,18.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
SPDR,out_0.1,0.6859473684210526,0.6795555555555555,0.4074,0.976,19,True,standard_metric_files,SPDR,SPDR,out,outlier proportion,1,0.1,graph/diffusion,21.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
SQuaD_MDS,out_0.1,0.499578947368421,0.5136666666666667,0.6597999999999999,0.31400000000000006,19,True,standard_metric_files,SQuaD-MDS,SQuaD-MDS,out,outlier proportion,1,0.1,metric/structure-aware,26.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
SQuaD_MDS_hybrid,out_0.1,0.6639999999999999,0.6593333333333333,0.5364,0.8,19,True,standard_metric_files,SQuaD-MDS hybrid,SQuaD-MDS,out,outlier proportion,1,0.1,metric/structure-aware,25.1,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
SSNMDI,out_0.1,0.22736842105263155,0.3151111111111111,0.1688,0.128,19,True,standard_metric_files,SSNMDI,SSNMDI,out,outlier proportion,1,0.1,linear/probabilistic,6.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
TSNE,out_0.1,0.6547894736842106,0.6781111111111111,0.2976,0.97,19,True,standard_metric_files,t-SNE,t-SNE,out,outlier proportion,1,0.1,metric/structure-aware,24.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
TriMap,out_0.1,0.682842105263158,0.6823333333333333,0.39059999999999995,0.976,19,True,standard_metric_files,TriMap,TriMap,out,outlier proportion,1,0.1,metric/structure-aware,25.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
UMAP,out_0.1,0.6986842105263158,0.6672222222222223,0.534,0.9199999999999999,19,True,standard_metric_files,UMAP,UMAP,out,outlier proportion,1,0.1,graph/diffusion,17.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
VAE,out_0.1,0.6516315789473682,0.671888888888889,0.4088,0.858,19,True,standard_metric_files,VAE,VAE,out,outlier proportion,1,0.1,deep generative/autoencoder,8.0,out,0.1,2000.0,3000.0,52.7,1.0,5.0,63.0,True
