method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,source_file
TriMap,0.19,TriMap,TriMap,benchmarker,Baron_mouse,louvain,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_ARI.csv
ParametricUMAP50,0.2,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,louvain,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_ARI.csv
DRA,-0.0,DRA,DRA,benchmarker,Baron_mouse,louvain,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_ARI.csv
SIMLR,0.18,SIMLR,SIMLR,benchmarker,Baron_mouse,louvain,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_ARI.csv
SAUCIE,0.05,SAUCIE,SAUCIE,benchmarker,Baron_mouse,louvain,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_ARI.csv
PCA,0.12,PCA,PCA,benchmarker,Baron_mouse,louvain,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_ARI.csv
PHATE,0.19,PHATE,PHATE,benchmarker,Baron_mouse,louvain,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_ARI.csv
ivis,0.46,IVIS,IVIS,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
scGAE,0.39,scGAE,scGAE,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
VASC,0.42,VASC,VASC,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
scGBM,0.43,scGBM,scGBM,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
SPDR,0.48,SPDR,SPDR,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
pCMF,0.2,pCMF,pCMF,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
SQuaD_MDS_hybrid,0.46,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
SCDRHA,0.44,SCDRHA,SCDRHA,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
TSNE,0.48,t-SNE,t-SNE,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
UMAP,0.44,UMAP,UMAP,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
VAE,0.46,VAE,VAE,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
DREAM,0.31,DREAM,DREAM,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
ZIFA,0.34,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
SSNMDI,0.04,SSNMDI,SSNMDI,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
tGPLVM,0.21,tGPLVM,tGPLVM,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
SQuaD_MDS,0.4,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
GLMPCA,0.43,GLMPCA,GLMPCA,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
PaCMAP,0.04,PaCMAP,PaCMAP,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
ParametricUMAP200,0.44,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
scScope,0.47,scScope,scScope,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
scvis,0.47,scvis,scvis,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
EDGE,0.3,EDGE,EDGE,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
TriMap,0.48,TriMap,TriMap,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
ParametricUMAP50,0.47,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
DRA,0.02,DRA,DRA,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
SIMLR,0.47,SIMLR,SIMLR,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
SAUCIE,0.23,SAUCIE,SAUCIE,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
PCA,0.34,PCA,PCA,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
PHATE,0.47,PHATE,PHATE,benchmarker,Baron_mouse,louvain,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_COMP.csv
ivis,0.87,IVIS,IVIS,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
scGAE,0.79,scGAE,scGAE,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
VASC,0.82,VASC,VASC,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
scGBM,0.78,scGBM,scGBM,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
SPDR,0.94,SPDR,SPDR,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
pCMF,0.42,pCMF,pCMF,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
SQuaD_MDS_hybrid,0.86,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
SCDRHA,0.84,SCDRHA,SCDRHA,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
TSNE,0.91,t-SNE,t-SNE,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
UMAP,0.86,UMAP,UMAP,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
VAE,0.9,VAE,VAE,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
DREAM,0.59,DREAM,DREAM,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
ZIFA,0.65,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
SSNMDI,0.08,SSNMDI,SSNMDI,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
tGPLVM,0.4,tGPLVM,tGPLVM,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
SQuaD_MDS,0.77,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
GLMPCA,0.8,GLMPCA,GLMPCA,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
PaCMAP,0.07,PaCMAP,PaCMAP,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
ParametricUMAP200,0.85,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
scScope,0.87,scScope,scScope,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
scvis,0.84,scvis,scvis,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
EDGE,0.58,EDGE,EDGE,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
TriMap,0.93,TriMap,TriMap,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
ParametricUMAP50,0.87,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
DRA,0.05,DRA,DRA,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
SIMLR,0.94,SIMLR,SIMLR,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
SAUCIE,0.43,SAUCIE,SAUCIE,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
PCA,0.65,PCA,PCA,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
PHATE,0.89,PHATE,PHATE,benchmarker,Baron_mouse,louvain,HOMO,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_HOMO.csv
ivis,0.6,IVIS,IVIS,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
scGAE,0.52,scGAE,scGAE,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
VASC,0.56,VASC,VASC,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
scGBM,0.55,scGBM,scGBM,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
SPDR,0.64,SPDR,SPDR,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
pCMF,0.27,pCMF,pCMF,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
SQuaD_MDS_hybrid,0.6,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
SCDRHA,0.57,SCDRHA,SCDRHA,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
TSNE,0.62,t-SNE,t-SNE,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
UMAP,0.59,UMAP,UMAP,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
VAE,0.61,VAE,VAE,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
DREAM,0.41,DREAM,DREAM,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
ZIFA,0.45,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
SSNMDI,0.05,SSNMDI,SSNMDI,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
tGPLVM,0.27,tGPLVM,tGPLVM,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
SQuaD_MDS,0.52,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
GLMPCA,0.56,GLMPCA,GLMPCA,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
PaCMAP,0.05,PaCMAP,PaCMAP,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
ParametricUMAP200,0.58,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
scScope,0.61,scScope,scScope,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
scvis,0.6,scvis,scvis,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
EDGE,0.39,EDGE,EDGE,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
TriMap,0.64,TriMap,TriMap,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
ParametricUMAP50,0.61,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
DRA,0.03,DRA,DRA,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
SIMLR,0.63,SIMLR,SIMLR,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
SAUCIE,0.3,SAUCIE,SAUCIE,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
PCA,0.44,PCA,PCA,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
PHATE,0.61,PHATE,PHATE,benchmarker,Baron_mouse,louvain,NMI,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_NMI.csv
ivis,0.3,IVIS,IVIS,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
scGAE,0.46,scGAE,scGAE,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
VASC,0.39,VASC,VASC,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
scGBM,0.32,scGBM,scGBM,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
SPDR,0.47,SPDR,SPDR,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
pCMF,0.51,pCMF,pCMF,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
SQuaD_MDS_hybrid,0.39,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
SCDRHA,0.32,SCDRHA,SCDRHA,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
TSNE,0.4,t-SNE,t-SNE,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
UMAP,0.4,UMAP,UMAP,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
VAE,0.41,VAE,VAE,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
DREAM,0.23,DREAM,DREAM,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
ZIFA,0.27,ZIFA,ZIFA,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
SSNMDI,0.5,SSNMDI,SSNMDI,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
tGPLVM,0.27,tGPLVM,tGPLVM,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
SQuaD_MDS,0.28,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
GLMPCA,0.3,GLMPCA,GLMPCA,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
PaCMAP,0.5,PaCMAP,PaCMAP,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
ParametricUMAP200,0.43,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
scScope,0.4,scScope,scScope,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
scvis,0.29,scvis,scvis,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
EDGE,0.29,EDGE,EDGE,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
TriMap,0.46,TriMap,TriMap,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
ParametricUMAP50,0.41,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
DRA,0.32,DRA,DRA,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
SIMLR,0.49,SIMLR,SIMLR,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
SAUCIE,0.34,SAUCIE,SAUCIE,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
PCA,0.28,PCA,PCA,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
PHATE,0.36,PHATE,PHATE,benchmarker,Baron_mouse,louvain,SIL,metric\cluster\benchmarker\Baron_mouse\indicators\louvain_SIL.csv
ivis,0.31,IVIS,IVIS,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
scGAE,0.27,scGAE,scGAE,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
VASC,0.31,VASC,VASC,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
scGBM,0.26,scGBM,scGBM,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
SPDR,0.22,SPDR,SPDR,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
pCMF,0.13,pCMF,pCMF,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
SQuaD_MDS_hybrid,0.38,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
SCDRHA,0.31,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
TSNE,0.34,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
UMAP,0.36,UMAP,UMAP,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
VAE,0.36,VAE,VAE,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
DREAM,0.18,DREAM,DREAM,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
ZIFA,0.19,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
SSNMDI,0.0,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
tGPLVM,0.12,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
SQuaD_MDS,0.25,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
GLMPCA,0.28,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
PaCMAP,-0.0,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
ParametricUMAP200,0.29,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
scScope,0.32,scScope,scScope,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
scvis,0.36,scvis,scvis,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
EDGE,0.17,EDGE,EDGE,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
TriMap,0.35,TriMap,TriMap,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
ParametricUMAP50,0.29,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
DRA,-0.0,DRA,DRA,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
SIMLR,0.18,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
SAUCIE,0.1,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
PCA,0.19,PCA,PCA,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
PHATE,0.45,PHATE,PHATE,benchmarker,Baron_mouse,spectral,ARI,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_ARI.csv
ivis,0.56,IVIS,IVIS,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
scGAE,0.49,scGAE,scGAE,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
VASC,0.54,VASC,VASC,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
scGBM,0.51,scGBM,scGBM,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
SPDR,0.49,SPDR,SPDR,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
pCMF,0.25,pCMF,pCMF,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
SQuaD_MDS_hybrid,0.58,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
SCDRHA,0.55,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
TSNE,0.57,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
UMAP,0.56,UMAP,UMAP,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
VAE,0.57,VAE,VAE,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
DREAM,0.36,DREAM,DREAM,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
ZIFA,0.41,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
SSNMDI,0.03,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
tGPLVM,0.26,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
SQuaD_MDS,0.48,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
GLMPCA,0.52,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
PaCMAP,0.03,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
ParametricUMAP200,0.49,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
scScope,0.55,scScope,scScope,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
scvis,0.58,scvis,scvis,benchmarker,Baron_mouse,spectral,COMP,metric\cluster\benchmarker\Baron_mouse\indicators\spectral_COMP.csv
