method_id,knn_10,knn_30,nkr_30,aji_30,T_30,C_30,nh_30,svm,panel,random_triplet,spearman,k-nearest,centroid_distance,AUC,Qglobal,Pearson,score,rank,C_10,C_20,Mrre_false_10,Mrre_false_20,Mrre_false_30,Mrre_missing_10,Mrre_missing_20,Mrre_missing_30,T_10,T_20,aji_10,aji_20,knn_20,nh_10,nh_20,nkr_10,nkr_20,source,method_raw,parent_method,metric,raw_metric_value,dataset_category,dataset_id,structure_table,structure_metric_class,family,family_label,local,global,overall_mean,median_rank,q1_rank,q3_rank,mean_structure_score,top3_fraction,dataset_instances,Local,Global,Cluster,local_rank,global_rank,rank_discordance,metric_median,metric_iqr,metric_range,n_metrics
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,random_triplet,0.722,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,random_triplet,0.701,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,random_triplet,0.492,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,random_triplet,0.636,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,random_triplet,0.721,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,random_triplet,0.59,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,random_triplet,0.668,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,random_triplet,0.575,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,random_triplet,0.721,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,random_triplet,0.696,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,random_triplet,0.51,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,random_triplet,0.511,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,random_triplet,0.684,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,random_triplet,0.564,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,random_triplet,0.63,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,random_triplet,0.578,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,random_triplet,0.696,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,random_triplet,0.553,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,random_triplet,0.629,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,random_triplet,0.61,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,random_triplet,0.704,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,random_triplet,0.677,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,random_triplet,0.663,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,random_triplet,0.694,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,random_triplet,0.504,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,random_triplet,0.76,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,spearman,0.782,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,spearman,0.811,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,spearman,-0.025,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,spearman,0.657,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,spearman,0.646,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,spearman,0.319,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,spearman,0.495,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,spearman,0.292,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,spearman,0.745,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,spearman,0.545,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,spearman,0.039,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,spearman,0.178,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,spearman,0.669,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,spearman,0.228,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,spearman,0.656,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,spearman,0.299,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,spearman,0.735,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,spearman,0.286,benchmarker,Baron_mouse,dr1,Global,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,spearman,0.545,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,spearman,0.529,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,spearman,0.818,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,spearman,0.498,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,spearman,0.473,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,spearman,0.743,benchmarker,Baron_mouse,dr1,Global,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,spearman,0.002,benchmarker,Baron_mouse,dr1,Global,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,spearman,0.786,benchmarker,Baron_mouse,dr1,Global,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,T_30,0.74,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,T_30,0.704,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,T_30,0.507,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,T_30,0.66,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,T_30,0.829,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,T_30,0.812,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,T_30,0.804,benchmarker,Baron_mouse,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,T_30,0.701,benchmarker,Baron_mouse,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,T_30,0.751,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,T_30,0.786,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,T_30,0.508,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,T_30,0.567,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,T_30,0.783,benchmarker,Baron_mouse,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,T_30,0.619,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,T_30,0.749,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,T_30,0.727,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,T_30,0.737,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,T_30,0.787,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,T_30,0.588,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,T_30,0.813,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,T_30,0.694,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,T_30,0.818,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
SPDR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SPDR,SPDR,T_30,0.822,benchmarker,Baron_mouse,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SIMLR,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SIMLR,SIMLR,T_30,0.798,benchmarker,Baron_mouse,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SSNMDI,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SSNMDI,SSNMDI,T_30,0.505,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SQuaD_MDS,SQuaD-MDS,T_30,0.74,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
VASC,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VASC,VASC,C_30,0.853,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
ZIFA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ZIFA,ZIFA,C_30,0.733,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
DRA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DRA,DRA,C_30,0.491,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
DREAM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,DREAM,DREAM,C_30,0.744,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scvis,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scvis,scvis,C_30,0.936,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
VAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,VAE,VAE,C_30,0.831,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
UMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,UMAP,UMAP,C_30,0.914,benchmarker,Baron_mouse,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
EDGE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,EDGE,EDGE,C_30,0.733,benchmarker,Baron_mouse,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
GLMPCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,GLMPCA,GLMPCA,C_30,0.852,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
IVIS,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,ivis,IVIS,C_30,0.915,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PaCMAP,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PaCMAP,PaCMAP,C_30,0.488,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
pCMF,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,pCMF,pCMF,C_30,0.709,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
PHATE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PHATE,PHATE,C_30,0.88,benchmarker,Baron_mouse,dr2,Local,graph/diffusion,graph/diffusion,,,,,,,,,,,,,,,,,,,
SAUCIE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SAUCIE,SAUCIE,C_30,0.625,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
SCDRHA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,SCDRHA,SCDRHA,C_30,0.791,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGAE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGAE,scGAE,C_30,0.748,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
scGBM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scGBM,scGBM,C_30,0.814,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
scScope,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,scScope,scScope,C_30,0.779,benchmarker,Baron_mouse,dr2,Local,deep generative/autoencoder,deep generative/autoencoder,,,,,,,,,,,,,,,,,,,
tGPLVM,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,tGPLVM,tGPLVM,C_30,0.72,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
TriMap,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TriMap,TriMap,C_30,0.837,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
PCA,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,PCA,PCA,C_30,0.793,benchmarker,Baron_mouse,dr2,Local,linear/probabilistic,linear/probabilistic,,,,,,,,,,,,,,,,,,,
t-SNE,,,,,,,,,e_metric_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,structure_metric_raw,TSNE,t-SNE,C_30,0.859,benchmarker,Baron_mouse,dr2,Local,metric/structure-aware,metric/structure-aware,,,,,,,,,,,,,,,,,,,
