method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric,family
ivis,0.31,IVIS,IVIS,benchmarker,Baron_mouse,spectral,ARI,metric
scGAE,0.27,scGAE,scGAE,benchmarker,Baron_mouse,spectral,ARI,deep
VASC,0.31,VASC,VASC,benchmarker,Baron_mouse,spectral,ARI,deep
scGBM,0.26,scGBM,scGBM,benchmarker,Baron_mouse,spectral,ARI,linear
SPDR,0.22,SPDR,SPDR,benchmarker,Baron_mouse,spectral,ARI,graph
pCMF,0.13,pCMF,pCMF,benchmarker,Baron_mouse,spectral,ARI,linear
SQuaD_MDS_hybrid,0.38,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,ARI,metric
SCDRHA,0.31,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,ARI,deep
TSNE,0.34,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,ARI,metric
UMAP,0.36,UMAP,UMAP,benchmarker,Baron_mouse,spectral,ARI,graph
VAE,0.36,VAE,VAE,benchmarker,Baron_mouse,spectral,ARI,deep
DREAM,0.18,DREAM,DREAM,benchmarker,Baron_mouse,spectral,ARI,deep
ZIFA,0.19,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,ARI,linear
SSNMDI,0.0,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,ARI,linear
tGPLVM,0.12,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,ARI,linear
SQuaD_MDS,0.25,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,ARI,metric
GLMPCA,0.28,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,ARI,linear
PaCMAP,-0.0,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,ARI,metric
ParametricUMAP200,0.29,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,ARI,graph
scScope,0.32,scScope,scScope,benchmarker,Baron_mouse,spectral,ARI,deep
scvis,0.36,scvis,scvis,benchmarker,Baron_mouse,spectral,ARI,deep
EDGE,0.17,EDGE,EDGE,benchmarker,Baron_mouse,spectral,ARI,graph
TriMap,0.35,TriMap,TriMap,benchmarker,Baron_mouse,spectral,ARI,metric
ParametricUMAP50,0.29,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,ARI,graph
DRA,-0.0,DRA,DRA,benchmarker,Baron_mouse,spectral,ARI,deep
SIMLR,0.18,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,ARI,graph
SAUCIE,0.1,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,ARI,deep
PCA,0.19,PCA,PCA,benchmarker,Baron_mouse,spectral,ARI,linear
PHATE,0.45,PHATE,PHATE,benchmarker,Baron_mouse,spectral,ARI,graph
ivis,0.56,IVIS,IVIS,benchmarker,Baron_mouse,spectral,COMP,metric
scGAE,0.49,scGAE,scGAE,benchmarker,Baron_mouse,spectral,COMP,deep
VASC,0.54,VASC,VASC,benchmarker,Baron_mouse,spectral,COMP,deep
scGBM,0.51,scGBM,scGBM,benchmarker,Baron_mouse,spectral,COMP,linear
SPDR,0.49,SPDR,SPDR,benchmarker,Baron_mouse,spectral,COMP,graph
pCMF,0.25,pCMF,pCMF,benchmarker,Baron_mouse,spectral,COMP,linear
SQuaD_MDS_hybrid,0.58,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,COMP,metric
SCDRHA,0.55,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,COMP,deep
TSNE,0.57,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,COMP,metric
UMAP,0.56,UMAP,UMAP,benchmarker,Baron_mouse,spectral,COMP,graph
VAE,0.57,VAE,VAE,benchmarker,Baron_mouse,spectral,COMP,deep
DREAM,0.36,DREAM,DREAM,benchmarker,Baron_mouse,spectral,COMP,deep
ZIFA,0.41,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,COMP,linear
SSNMDI,0.03,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,COMP,linear
tGPLVM,0.26,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,COMP,linear
SQuaD_MDS,0.48,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,COMP,metric
GLMPCA,0.52,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,COMP,linear
PaCMAP,0.03,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,COMP,metric
ParametricUMAP200,0.49,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,COMP,graph
scScope,0.55,scScope,scScope,benchmarker,Baron_mouse,spectral,COMP,deep
scvis,0.58,scvis,scvis,benchmarker,Baron_mouse,spectral,COMP,deep
EDGE,0.34,EDGE,EDGE,benchmarker,Baron_mouse,spectral,COMP,graph
TriMap,0.59,TriMap,TriMap,benchmarker,Baron_mouse,spectral,COMP,metric
ParametricUMAP50,0.51,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,COMP,graph
DRA,0.02,DRA,DRA,benchmarker,Baron_mouse,spectral,COMP,deep
SIMLR,0.45,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,COMP,graph
SAUCIE,0.27,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,COMP,deep
PCA,0.4,PCA,PCA,benchmarker,Baron_mouse,spectral,COMP,linear
PHATE,0.59,PHATE,PHATE,benchmarker,Baron_mouse,spectral,COMP,graph
ivis,0.84,IVIS,IVIS,benchmarker,Baron_mouse,spectral,HOMO,metric
scGAE,0.73,scGAE,scGAE,benchmarker,Baron_mouse,spectral,HOMO,deep
VASC,0.8,VASC,VASC,benchmarker,Baron_mouse,spectral,HOMO,deep
scGBM,0.76,scGBM,scGBM,benchmarker,Baron_mouse,spectral,HOMO,linear
SPDR,0.67,SPDR,SPDR,benchmarker,Baron_mouse,spectral,HOMO,graph
pCMF,0.38,pCMF,pCMF,benchmarker,Baron_mouse,spectral,HOMO,linear
SQuaD_MDS_hybrid,0.82,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,HOMO,metric
SCDRHA,0.77,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,HOMO,deep
TSNE,0.8,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,HOMO,metric
UMAP,0.82,UMAP,UMAP,benchmarker,Baron_mouse,spectral,HOMO,graph
VAE,0.81,VAE,VAE,benchmarker,Baron_mouse,spectral,HOMO,deep
DREAM,0.55,DREAM,DREAM,benchmarker,Baron_mouse,spectral,HOMO,deep
ZIFA,0.62,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,HOMO,linear
SSNMDI,0.04,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,HOMO,linear
tGPLVM,0.38,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,HOMO,linear
SQuaD_MDS,0.72,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,HOMO,metric
GLMPCA,0.78,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,HOMO,linear
PaCMAP,0.04,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,HOMO,metric
ParametricUMAP200,0.71,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,HOMO,graph
scScope,0.79,scScope,scScope,benchmarker,Baron_mouse,spectral,HOMO,deep
scvis,0.85,scvis,scvis,benchmarker,Baron_mouse,spectral,HOMO,deep
EDGE,0.51,EDGE,EDGE,benchmarker,Baron_mouse,spectral,HOMO,graph
TriMap,0.79,TriMap,TriMap,benchmarker,Baron_mouse,spectral,HOMO,metric
ParametricUMAP50,0.71,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,HOMO,graph
DRA,0.02,DRA,DRA,benchmarker,Baron_mouse,spectral,HOMO,deep
SIMLR,0.63,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,HOMO,graph
SAUCIE,0.4,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,HOMO,deep
PCA,0.6,PCA,PCA,benchmarker,Baron_mouse,spectral,HOMO,linear
PHATE,0.82,PHATE,PHATE,benchmarker,Baron_mouse,spectral,HOMO,graph
ivis,0.67,IVIS,IVIS,benchmarker,Baron_mouse,spectral,NMI,metric
scGAE,0.59,scGAE,scGAE,benchmarker,Baron_mouse,spectral,NMI,deep
VASC,0.65,VASC,VASC,benchmarker,Baron_mouse,spectral,NMI,deep
scGBM,0.61,scGBM,scGBM,benchmarker,Baron_mouse,spectral,NMI,linear
SPDR,0.57,SPDR,SPDR,benchmarker,Baron_mouse,spectral,NMI,graph
pCMF,0.3,pCMF,pCMF,benchmarker,Baron_mouse,spectral,NMI,linear
SQuaD_MDS_hybrid,0.68,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,NMI,metric
SCDRHA,0.64,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,NMI,deep
TSNE,0.66,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,NMI,metric
UMAP,0.67,UMAP,UMAP,benchmarker,Baron_mouse,spectral,NMI,graph
VAE,0.67,VAE,VAE,benchmarker,Baron_mouse,spectral,NMI,deep
DREAM,0.43,DREAM,DREAM,benchmarker,Baron_mouse,spectral,NMI,deep
ZIFA,0.49,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,NMI,linear
SSNMDI,0.03,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,NMI,linear
tGPLVM,0.31,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,NMI,linear
SQuaD_MDS,0.57,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,NMI,metric
GLMPCA,0.63,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,NMI,linear
PaCMAP,0.03,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,NMI,metric
ParametricUMAP200,0.58,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,NMI,graph
scScope,0.65,scScope,scScope,benchmarker,Baron_mouse,spectral,NMI,deep
scvis,0.69,scvis,scvis,benchmarker,Baron_mouse,spectral,NMI,deep
EDGE,0.41,EDGE,EDGE,benchmarker,Baron_mouse,spectral,NMI,graph
TriMap,0.67,TriMap,TriMap,benchmarker,Baron_mouse,spectral,NMI,metric
ParametricUMAP50,0.6,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,NMI,graph
DRA,0.02,DRA,DRA,benchmarker,Baron_mouse,spectral,NMI,deep
SIMLR,0.52,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,NMI,graph
SAUCIE,0.33,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,NMI,deep
PCA,0.48,PCA,PCA,benchmarker,Baron_mouse,spectral,NMI,linear
PHATE,0.69,PHATE,PHATE,benchmarker,Baron_mouse,spectral,NMI,graph
ivis,0.38,IVIS,IVIS,benchmarker,Baron_mouse,spectral,SIL,metric
scGAE,0.45,scGAE,scGAE,benchmarker,Baron_mouse,spectral,SIL,deep
VASC,0.5,VASC,VASC,benchmarker,Baron_mouse,spectral,SIL,deep
scGBM,0.39,scGBM,scGBM,benchmarker,Baron_mouse,spectral,SIL,linear
SPDR,-0.11,SPDR,SPDR,benchmarker,Baron_mouse,spectral,SIL,graph
pCMF,0.48,pCMF,pCMF,benchmarker,Baron_mouse,spectral,SIL,linear
SQuaD_MDS_hybrid,0.47,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Baron_mouse,spectral,SIL,metric
SCDRHA,0.38,SCDRHA,SCDRHA,benchmarker,Baron_mouse,spectral,SIL,deep
TSNE,0.33,t-SNE,t-SNE,benchmarker,Baron_mouse,spectral,SIL,metric
UMAP,0.48,UMAP,UMAP,benchmarker,Baron_mouse,spectral,SIL,graph
VAE,0.32,VAE,VAE,benchmarker,Baron_mouse,spectral,SIL,deep
DREAM,0.29,DREAM,DREAM,benchmarker,Baron_mouse,spectral,SIL,deep
ZIFA,0.38,ZIFA,ZIFA,benchmarker,Baron_mouse,spectral,SIL,linear
SSNMDI,0.18,SSNMDI,SSNMDI,benchmarker,Baron_mouse,spectral,SIL,linear
tGPLVM,0.4,tGPLVM,tGPLVM,benchmarker,Baron_mouse,spectral,SIL,linear
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,benchmarker,Baron_mouse,spectral,SIL,metric
GLMPCA,0.36,GLMPCA,GLMPCA,benchmarker,Baron_mouse,spectral,SIL,linear
PaCMAP,0.09,PaCMAP,PaCMAP,benchmarker,Baron_mouse,spectral,SIL,metric
ParametricUMAP200,0.13,Parametric UMAP 200,UMAP,benchmarker,Baron_mouse,spectral,SIL,graph
scScope,0.41,scScope,scScope,benchmarker,Baron_mouse,spectral,SIL,deep
scvis,0.38,scvis,scvis,benchmarker,Baron_mouse,spectral,SIL,deep
EDGE,0.38,EDGE,EDGE,benchmarker,Baron_mouse,spectral,SIL,graph
TriMap,0.31,TriMap,TriMap,benchmarker,Baron_mouse,spectral,SIL,metric
ParametricUMAP50,0.17,Parametric UMAP 50,UMAP,benchmarker,Baron_mouse,spectral,SIL,graph
DRA,0.45,DRA,DRA,benchmarker,Baron_mouse,spectral,SIL,deep
SIMLR,0.07,SIMLR,SIMLR,benchmarker,Baron_mouse,spectral,SIL,graph
SAUCIE,0.45,SAUCIE,SAUCIE,benchmarker,Baron_mouse,spectral,SIL,deep
PCA,0.31,PCA,PCA,benchmarker,Baron_mouse,spectral,SIL,linear
PHATE,0.39,PHATE,PHATE,benchmarker,Baron_mouse,spectral,SIL,graph
ivis,0.74,IVIS,IVIS,benchmarker,Darmanis,kmeans,ARI,metric
scGAE,0.62,scGAE,scGAE,benchmarker,Darmanis,kmeans,ARI,deep
VASC,0.73,VASC,VASC,benchmarker,Darmanis,kmeans,ARI,deep
scGBM,0.74,scGBM,scGBM,benchmarker,Darmanis,kmeans,ARI,linear
SPDR,0.92,SPDR,SPDR,benchmarker,Darmanis,kmeans,ARI,graph
pCMF,0.15,pCMF,pCMF,benchmarker,Darmanis,kmeans,ARI,linear
SQuaD_MDS_hybrid,0.6,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,ARI,metric
SCDRHA,0.66,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,ARI,deep
TSNE,0.66,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,ARI,metric
UMAP,0.57,UMAP,UMAP,benchmarker,Darmanis,kmeans,ARI,graph
VAE,0.13,VAE,VAE,benchmarker,Darmanis,kmeans,ARI,deep
DREAM,0.63,DREAM,DREAM,benchmarker,Darmanis,kmeans,ARI,deep
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,ARI,linear
SSNMDI,0.04,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,ARI,linear
tGPLVM,0.4,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,ARI,linear
SQuaD_MDS,0.48,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,ARI,metric
GLMPCA,0.73,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,ARI,linear
PaCMAP,0.05,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,ARI,metric
ParametricUMAP200,0.62,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,ARI,graph
scScope,0.36,scScope,scScope,benchmarker,Darmanis,kmeans,ARI,deep
scvis,0.68,scvis,scvis,benchmarker,Darmanis,kmeans,ARI,deep
EDGE,0.4,EDGE,EDGE,benchmarker,Darmanis,kmeans,ARI,graph
TriMap,0.83,TriMap,TriMap,benchmarker,Darmanis,kmeans,ARI,metric
ParametricUMAP50,0.62,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,ARI,graph
DRA,-0.0,DRA,DRA,benchmarker,Darmanis,kmeans,ARI,deep
SIMLR,0.92,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,ARI,graph
SAUCIE,0.06,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,ARI,deep
PCA,0.33,PCA,PCA,benchmarker,Darmanis,kmeans,ARI,linear
PHATE,0.71,PHATE,PHATE,benchmarker,Darmanis,kmeans,ARI,graph
ivis,0.76,IVIS,IVIS,benchmarker,Darmanis,kmeans,COMP,metric
scGAE,0.72,scGAE,scGAE,benchmarker,Darmanis,kmeans,COMP,deep
VASC,0.79,VASC,VASC,benchmarker,Darmanis,kmeans,COMP,deep
scGBM,0.73,scGBM,scGBM,benchmarker,Darmanis,kmeans,COMP,linear
SPDR,0.9,SPDR,SPDR,benchmarker,Darmanis,kmeans,COMP,graph
pCMF,0.25,pCMF,pCMF,benchmarker,Darmanis,kmeans,COMP,linear
SQuaD_MDS_hybrid,0.69,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,COMP,metric
SCDRHA,0.73,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,COMP,deep
TSNE,0.73,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,COMP,metric
UMAP,0.69,UMAP,UMAP,benchmarker,Darmanis,kmeans,COMP,graph
VAE,0.17,VAE,VAE,benchmarker,Darmanis,kmeans,COMP,deep
DREAM,0.72,DREAM,DREAM,benchmarker,Darmanis,kmeans,COMP,deep
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,COMP,linear
SSNMDI,0.1,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,COMP,linear
tGPLVM,0.5,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,COMP,linear
SQuaD_MDS,0.55,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,COMP,metric
GLMPCA,0.73,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,COMP,linear
PaCMAP,0.14,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,COMP,metric
ParametricUMAP200,0.74,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,COMP,graph
scScope,0.46,scScope,scScope,benchmarker,Darmanis,kmeans,COMP,deep
scvis,0.79,scvis,scvis,benchmarker,Darmanis,kmeans,COMP,deep
EDGE,0.52,EDGE,EDGE,benchmarker,Darmanis,kmeans,COMP,graph
TriMap,0.84,TriMap,TriMap,benchmarker,Darmanis,kmeans,COMP,metric
ParametricUMAP50,0.74,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,COMP,graph
DRA,0.04,DRA,DRA,benchmarker,Darmanis,kmeans,COMP,deep
SIMLR,0.91,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,COMP,graph
SAUCIE,0.12,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,COMP,deep
PCA,0.45,PCA,PCA,benchmarker,Darmanis,kmeans,COMP,linear
PHATE,0.78,PHATE,PHATE,benchmarker,Darmanis,kmeans,COMP,graph
ivis,0.83,IVIS,IVIS,benchmarker,Darmanis,kmeans,HOMO,metric
scGAE,0.81,scGAE,scGAE,benchmarker,Darmanis,kmeans,HOMO,deep
VASC,0.8,VASC,VASC,benchmarker,Darmanis,kmeans,HOMO,deep
scGBM,0.77,scGBM,scGBM,benchmarker,Darmanis,kmeans,HOMO,linear
SPDR,0.91,SPDR,SPDR,benchmarker,Darmanis,kmeans,HOMO,graph
pCMF,0.28,pCMF,pCMF,benchmarker,Darmanis,kmeans,HOMO,linear
SQuaD_MDS_hybrid,0.77,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,HOMO,metric
SCDRHA,0.77,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,HOMO,deep
TSNE,0.79,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,HOMO,metric
UMAP,0.79,UMAP,UMAP,benchmarker,Darmanis,kmeans,HOMO,graph
VAE,0.17,VAE,VAE,benchmarker,Darmanis,kmeans,HOMO,deep
DREAM,0.73,DREAM,DREAM,benchmarker,Darmanis,kmeans,HOMO,deep
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,HOMO,linear
SSNMDI,0.12,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,HOMO,linear
tGPLVM,0.54,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,HOMO,linear
SQuaD_MDS,0.63,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,HOMO,metric
GLMPCA,0.76,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,HOMO,linear
PaCMAP,0.15,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,HOMO,metric
ParametricUMAP200,0.83,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,HOMO,graph
scScope,0.53,scScope,scScope,benchmarker,Darmanis,kmeans,HOMO,deep
scvis,0.76,scvis,scvis,benchmarker,Darmanis,kmeans,HOMO,deep
EDGE,0.59,EDGE,EDGE,benchmarker,Darmanis,kmeans,HOMO,graph
TriMap,0.9,TriMap,TriMap,benchmarker,Darmanis,kmeans,HOMO,metric
ParametricUMAP50,0.83,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,HOMO,graph
DRA,0.04,DRA,DRA,benchmarker,Darmanis,kmeans,HOMO,deep
SIMLR,0.89,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,HOMO,graph
SAUCIE,0.13,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,HOMO,deep
PCA,0.36,PCA,PCA,benchmarker,Darmanis,kmeans,HOMO,linear
PHATE,0.8,PHATE,PHATE,benchmarker,Darmanis,kmeans,HOMO,graph
ivis,0.79,IVIS,IVIS,benchmarker,Darmanis,kmeans,NMI,metric
scGAE,0.76,scGAE,scGAE,benchmarker,Darmanis,kmeans,NMI,deep
VASC,0.79,VASC,VASC,benchmarker,Darmanis,kmeans,NMI,deep
scGBM,0.75,scGBM,scGBM,benchmarker,Darmanis,kmeans,NMI,linear
SPDR,0.91,SPDR,SPDR,benchmarker,Darmanis,kmeans,NMI,graph
pCMF,0.26,pCMF,pCMF,benchmarker,Darmanis,kmeans,NMI,linear
SQuaD_MDS_hybrid,0.73,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,NMI,metric
SCDRHA,0.75,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,NMI,deep
TSNE,0.76,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,NMI,metric
UMAP,0.74,UMAP,UMAP,benchmarker,Darmanis,kmeans,NMI,graph
VAE,0.17,VAE,VAE,benchmarker,Darmanis,kmeans,NMI,deep
DREAM,0.73,DREAM,DREAM,benchmarker,Darmanis,kmeans,NMI,deep
ZIFA,0.74,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,NMI,linear
SSNMDI,0.11,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,NMI,linear
tGPLVM,0.52,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,NMI,linear
SQuaD_MDS,0.59,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,NMI,metric
GLMPCA,0.75,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,NMI,linear
PaCMAP,0.15,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,NMI,metric
ParametricUMAP200,0.78,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,NMI,graph
scScope,0.49,scScope,scScope,benchmarker,Darmanis,kmeans,NMI,deep
scvis,0.78,scvis,scvis,benchmarker,Darmanis,kmeans,NMI,deep
EDGE,0.55,EDGE,EDGE,benchmarker,Darmanis,kmeans,NMI,graph
TriMap,0.87,TriMap,TriMap,benchmarker,Darmanis,kmeans,NMI,metric
ParametricUMAP50,0.78,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,NMI,graph
DRA,0.04,DRA,DRA,benchmarker,Darmanis,kmeans,NMI,deep
SIMLR,0.9,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,NMI,graph
SAUCIE,0.13,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,NMI,deep
PCA,0.4,PCA,PCA,benchmarker,Darmanis,kmeans,NMI,linear
PHATE,0.79,PHATE,PHATE,benchmarker,Darmanis,kmeans,NMI,graph
ivis,0.54,IVIS,IVIS,benchmarker,Darmanis,kmeans,SIL,metric
scGAE,0.74,scGAE,scGAE,benchmarker,Darmanis,kmeans,SIL,deep
VASC,0.6,VASC,VASC,benchmarker,Darmanis,kmeans,SIL,deep
scGBM,0.57,scGBM,scGBM,benchmarker,Darmanis,kmeans,SIL,linear
SPDR,0.74,SPDR,SPDR,benchmarker,Darmanis,kmeans,SIL,graph
pCMF,0.35,pCMF,pCMF,benchmarker,Darmanis,kmeans,SIL,linear
SQuaD_MDS_hybrid,0.47,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,kmeans,SIL,metric
SCDRHA,0.63,SCDRHA,SCDRHA,benchmarker,Darmanis,kmeans,SIL,deep
TSNE,0.55,t-SNE,t-SNE,benchmarker,Darmanis,kmeans,SIL,metric
UMAP,0.54,UMAP,UMAP,benchmarker,Darmanis,kmeans,SIL,graph
VAE,0.68,VAE,VAE,benchmarker,Darmanis,kmeans,SIL,deep
DREAM,0.44,DREAM,DREAM,benchmarker,Darmanis,kmeans,SIL,deep
ZIFA,0.57,ZIFA,ZIFA,benchmarker,Darmanis,kmeans,SIL,linear
SSNMDI,0.63,SSNMDI,SSNMDI,benchmarker,Darmanis,kmeans,SIL,linear
tGPLVM,0.58,tGPLVM,tGPLVM,benchmarker,Darmanis,kmeans,SIL,linear
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,benchmarker,Darmanis,kmeans,SIL,metric
GLMPCA,0.56,GLMPCA,GLMPCA,benchmarker,Darmanis,kmeans,SIL,linear
PaCMAP,0.77,PaCMAP,PaCMAP,benchmarker,Darmanis,kmeans,SIL,metric
ParametricUMAP200,0.58,Parametric UMAP 200,UMAP,benchmarker,Darmanis,kmeans,SIL,graph
scScope,0.44,scScope,scScope,benchmarker,Darmanis,kmeans,SIL,deep
scvis,0.56,scvis,scvis,benchmarker,Darmanis,kmeans,SIL,deep
EDGE,0.5,EDGE,EDGE,benchmarker,Darmanis,kmeans,SIL,graph
TriMap,0.72,TriMap,TriMap,benchmarker,Darmanis,kmeans,SIL,metric
ParametricUMAP50,0.58,Parametric UMAP 50,UMAP,benchmarker,Darmanis,kmeans,SIL,graph
DRA,0.57,DRA,DRA,benchmarker,Darmanis,kmeans,SIL,deep
SIMLR,0.83,SIMLR,SIMLR,benchmarker,Darmanis,kmeans,SIL,graph
SAUCIE,0.52,SAUCIE,SAUCIE,benchmarker,Darmanis,kmeans,SIL,deep
PCA,0.41,PCA,PCA,benchmarker,Darmanis,kmeans,SIL,linear
PHATE,0.67,PHATE,PHATE,benchmarker,Darmanis,kmeans,SIL,graph
ivis,0.35,IVIS,IVIS,benchmarker,Darmanis,louvain,ARI,metric
scGAE,0.53,scGAE,scGAE,benchmarker,Darmanis,louvain,ARI,deep
VASC,0.34,VASC,VASC,benchmarker,Darmanis,louvain,ARI,deep
scGBM,0.47,scGBM,scGBM,benchmarker,Darmanis,louvain,ARI,linear
SPDR,0.37,SPDR,SPDR,benchmarker,Darmanis,louvain,ARI,graph
pCMF,0.18,pCMF,pCMF,benchmarker,Darmanis,louvain,ARI,linear
SQuaD_MDS_hybrid,0.45,SQuaD-MDS hybrid,SQuaD-MDS,benchmarker,Darmanis,louvain,ARI,metric
SCDRHA,0.29,SCDRHA,SCDRHA,benchmarker,Darmanis,louvain,ARI,deep
TSNE,0.44,t-SNE,t-SNE,benchmarker,Darmanis,louvain,ARI,metric
