parent_method,clustering_algorithm,median_ari,family,panel,metric,median_value,dataset_category,dataset_id,ari,ARI,NMI,pearson_r,appearances,fraction,n_top_three_slots,median_rank,q1_rank,q3_rank,top3_fraction,dataset_algorithm_tasks,eligible_task_count,kmeans,louvain,spectral,algorithm_range,algorithm_sd,n_algorithms,median_absolute_gap,q1_absolute_gap,q3_absolute_gap,task_count
tGPLVM,louvain,,linear,d,,,SIMLR,Usoskin,0.16,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,d,,,SIMLR,Usoskin,0.3,,,,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,d,,,TI,DA1_horns,0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,d,,,TI,DA1_horns,0.01,,,,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,d,,,TI,DA1_horns,-0.0,,,,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,d,,,TI,DA1_horns,0.72,,,,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,d,,,TI,DA1_horns,0.49,,,,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,d,,,TI,DA1_horns,0.88,,,,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,d,,,TI,DA1_horns,0.79,,,,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,d,,,TI,DA1_horns,0.62,,,,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,d,,,TI,DA1_horns,0.79,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,d,,,TI,DA1_horns,0.82,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,d,,,TI,DA1_horns,0.49,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,d,,,TI,DA1_horns,0.82,,,,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,d,,,TI,DA1_horns,0.65,,,,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,d,,,TI,DA1_horns,0.56,,,,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,d,,,TI,DA1_horns,0.66,,,,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,d,,,TI,DA1_horns,0.91,,,,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,d,,,TI,DA1_horns,0.68,,,,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,d,,,TI,DA1_horns,0.63,,,,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,d,,,TI,DA1_horns,0.69,,,,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,d,,,TI,DA1_horns,0.65,,,,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,d,,,TI,DA1_horns,0.8,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,d,,,TI,DA1_horns,0.46,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,d,,,TI,DA1_horns,0.26,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,d,,,TI,DA1_horns,0.46,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,d,,,TI,DA1_horns,0.1,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,d,,,TI,DA1_horns,0.12,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,d,,,TI,DA1_horns,0.12,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,d,,,TI,DA1_horns,0.3,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,d,,,TI,DA1_horns,0.29,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,d,,,TI,DA1_horns,0.09,,,,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,d,,,TI,DA1_horns,0.96,,,,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,d,,,TI,DA1_horns,0.85,,,,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,d,,,TI,DA1_horns,0.52,,,,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,d,,,TI,DA1_horns,0.9,,,,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,d,,,TI,DA1_horns,0.6,,,,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,d,,,TI,DA1_horns,0.9,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,d,,,TI,DA1_horns,0.6799999999999999,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,d,,,TI,DA1_horns,0.51,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,d,,,TI,DA1_horns,0.6799999999999999,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,d,,,TI,DA1_horns,0.31,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,d,,,TI,DA1_horns,0.21,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,d,,,TI,DA1_horns,0.15,,,,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,d,,,TI,DA1_horns,0.93,,,,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,d,,,TI,DA1_horns,0.76,,,,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,d,,,TI,DA1_horns,0.93,,,,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,d,,,TI,DA1_horns,0.88,,,,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,d,,,TI,DA1_horns,0.67,,,,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,d,,,TI,DA1_horns,0.85,,,,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,d,,,TI,DA1_horns,0.05,,,,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,d,,,TI,DA1_horns,0.06,,,,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,d,,,TI,DA1_horns,0.1,,,,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,d,,,TI,DA1_horns,0.85,,,,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,d,,,TI,DA1_horns,0.49,,,,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,d,,,TI,DA1_horns,0.88,,,,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,d,,,TI,DA1_horns,0.88,,,,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,d,,,TI,DA1_horns,0.48,,,,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,d,,,TI,DA1_horns,0.83,,,,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,d,,,TI,DA1_horns,0.0,,,,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,d,,,TI,DA1_horns,0.04,,,,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,d,,,TI,DA1_horns,0.03,,,,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,d,,,TI,DA1_horns,0.93,,,,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,d,,,TI,DA1_horns,0.76,,,,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,d,,,TI,DA1_horns,0.93,,,,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,d,,,TI,DA1_horns,0.82,,,,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,d,,,TI,DA1_horns,0.52,,,,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,d,,,TI,DA1_horns,0.84,,,,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,d,,,TI,DA1_horns,0.03,,,,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,d,,,TI,DA1_horns,0.03,,,,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,d,,,TI,DA1_horns,0.03,,,,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,d,,,TI,DA1_horns,0.76,,,,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,d,,,TI,DA1_horns,0.42,,,,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,d,,,TI,DA1_horns,0.87,,,,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,d,,,TI,DA1_horns,0.79,,,,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,d,,,TI,DA1_horns,0.73,,,,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,d,,,TI,DA1_horns,0.8,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,d,,,TI,DA1_horns,0.57,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,d,,,TI,DA1_horns,0.39,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,d,,,TI,DA1_horns,0.57,,,,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.01,,,,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.01,,,,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.5,,,,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.6,,,,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.43,,,,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,d,,,TI,DC3_VA1d_horns,0.44,,,,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,d,,,TI,DC3_VA1d_horns,0.58,,,,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,d,,,TI,DC3_VA1d_horns,0.45,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,d,,,TI,DC3_VA1d_horns,0.62,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,d,,,TI,DC3_VA1d_horns,0.69,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,d,,,TI,DC3_VA1d_horns,0.54,,,,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,d,,,TI,DC3_VA1d_horns,0.23,,,,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,d,,,TI,DC3_VA1d_horns,0.35,,,,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,d,,,TI,DC3_VA1d_horns,0.27,,,,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,d,,,TI,DC3_VA1d_horns,0.54,,,,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,d,,,TI,DC3_VA1d_horns,0.63,,,,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,d,,,TI,DC3_VA1d_horns,0.47,,,,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,d,,,TI,DC3_VA1d_horns,0.45,,,,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,d,,,TI,DC3_VA1d_horns,0.44,,,,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,d,,,TI,DC3_VA1d_horns,0.44,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,d,,,TI,DC3_VA1d_horns,0.28,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,d,,,TI,DC3_VA1d_horns,0.36,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,d,,,TI,DC3_VA1d_horns,0.31,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.22,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.25,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.2,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.52,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.47,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.35,,,,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,d,,,TI,DC3_VA1d_horns,0.72,,,,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,d,,,TI,DC3_VA1d_horns,0.67,,,,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,d,,,TI,DC3_VA1d_horns,0.6,,,,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,d,,,TI,DC3_VA1d_horns,0.52,,,,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,d,,,TI,DC3_VA1d_horns,0.58,,,,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,d,,,TI,DC3_VA1d_horns,0.53,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,d,,,TI,DC3_VA1d_horns,0.49,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,d,,,TI,DC3_VA1d_horns,0.575,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,d,,,TI,DC3_VA1d_horns,0.46499999999999997,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,d,,,TI,DC3_VA1d_horns,0.24,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,d,,,TI,DC3_VA1d_horns,0.32,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,d,,,TI,DC3_VA1d_horns,0.24,,,,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,d,,,TI,DC3_VA1d_horns,0.68,,,,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,d,,,TI,DC3_VA1d_horns,0.61,,,,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,d,,,TI,DC3_VA1d_horns,0.51,,,,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,d,,,TI,DC3_VA1d_horns,0.78,,,,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,d,,,TI,DC3_VA1d_horns,0.73,,,,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,d,,,TI,DC3_VA1d_horns,0.62,,,,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.2,,,,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.13,,,,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.13,,,,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.6,,,,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.51,,,,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.51,,,,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,d,,,TI,DC3_VA1d_horns,0.5,,,,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,d,,,TI,DC3_VA1d_horns,0.48,,,,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,d,,,TI,DC3_VA1d_horns,0.35,,,,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,d,,,TI,DC3_VA1d_horns,0.02,,,,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,d,,,TI,DC3_VA1d_horns,0.03,,,,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,d,,,TI,DC3_VA1d_horns,0.04,,,,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.57,,,,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.52,,,,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.44,,,,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,d,,,TI,DC3_VA1d_horns,0.51,,,,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,d,,,TI,DC3_VA1d_horns,0.69,,,,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,d,,,TI,DC3_VA1d_horns,0.52,,,,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.01,,,,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.01,,,,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.02,,,,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,d,,,TI,DC3_VA1d_horns,0.73,,,,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,d,,,TI,DC3_VA1d_horns,0.69,,,,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,d,,,TI,DC3_VA1d_horns,0.68,,,,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,d,,,TI,DC3_VA1d_horns,0.48,,,,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,d,,,TI,DC3_VA1d_horns,0.58,,,,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,d,,,TI,DC3_VA1d_horns,0.46,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,d,,,TI,DC3_VA1d_horns,0.56,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,d,,,TI,DC3_VA1d_horns,0.43,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,d,,,TI,DC3_VA1d_horns,0.4,,,,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,d,,,TI,ICM,0.01,,,,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,d,,,TI,ICM,-0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,d,,,TI,ICM,-0.0,,,,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,d,,,TI,ICM,0.75,,,,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,d,,,TI,ICM,0.82,,,,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,d,,,TI,ICM,0.81,,,,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,d,,,TI,ICM,0.78,,,,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,d,,,TI,ICM,0.77,,,,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,d,,,TI,ICM,0.51,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,d,,,TI,ICM,0.65,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,d,,,TI,ICM,0.54,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,d,,,TI,ICM,0.54,,,,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,d,,,TI,ICM,0.76,,,,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,d,,,TI,ICM,0.78,,,,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,d,,,TI,ICM,0.63,,,,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,d,,,TI,ICM,0.73,,,,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,d,,,TI,ICM,0.56,,,,,,,,,,,,,,,,,,,,,,
PCA,spectral,,linear,d,,,TI,ICM,0.54,,,,,,,,,,,,,,,,,,,,,,
PHATE,kmeans,,graph,d,,,TI,ICM,0.66,,,,,,,,,,,,,,,,,,,,,,
PHATE,louvain,,graph,d,,,TI,ICM,0.62,,,,,,,,,,,,,,,,,,,,,,
PHATE,spectral,,graph,d,,,TI,ICM,0.67,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,kmeans,,metric,d,,,TI,ICM,0.38,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,louvain,,metric,d,,,TI,ICM,0.37,,,,,,,,,,,,,,,,,,,,,,
PaCMAP,spectral,,metric,d,,,TI,ICM,0.32,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,kmeans,,deep,d,,,TI,ICM,0.33,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,louvain,,deep,d,,,TI,ICM,0.36,,,,,,,,,,,,,,,,,,,,,,
SAUCIE,spectral,,deep,d,,,TI,ICM,0.35,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,kmeans,,deep,d,,,TI,ICM,0.57,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,louvain,,deep,d,,,TI,ICM,0.54,,,,,,,,,,,,,,,,,,,,,,
SCDRHA,spectral,,deep,d,,,TI,ICM,0.46,,,,,,,,,,,,,,,,,,,,,,
SIMLR,kmeans,,graph,d,,,TI,ICM,0.78,,,,,,,,,,,,,,,,,,,,,,
SIMLR,louvain,,graph,d,,,TI,ICM,0.62,,,,,,,,,,,,,,,,,,,,,,
SIMLR,spectral,,graph,d,,,TI,ICM,0.55,,,,,,,,,,,,,,,,,,,,,,
SPDR,kmeans,,graph,d,,,TI,ICM,0.81,,,,,,,,,,,,,,,,,,,,,,
SPDR,louvain,,graph,d,,,TI,ICM,0.76,,,,,,,,,,,,,,,,,,,,,,
SPDR,spectral,,graph,d,,,TI,ICM,0.72,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,kmeans,,metric,d,,,TI,ICM,0.65,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,louvain,,metric,d,,,TI,ICM,0.615,,,,,,,,,,,,,,,,,,,,,,
SQuaD-MDS,spectral,,metric,d,,,TI,ICM,0.59,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,kmeans,,linear,d,,,TI,ICM,0.26,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,louvain,,linear,d,,,TI,ICM,0.26,,,,,,,,,,,,,,,,,,,,,,
SSNMDI,spectral,,linear,d,,,TI,ICM,0.16,,,,,,,,,,,,,,,,,,,,,,
TriMap,kmeans,,metric,d,,,TI,ICM,0.82,,,,,,,,,,,,,,,,,,,,,,
TriMap,louvain,,metric,d,,,TI,ICM,0.65,,,,,,,,,,,,,,,,,,,,,,
TriMap,spectral,,metric,d,,,TI,ICM,0.76,,,,,,,,,,,,,,,,,,,,,,
UMAP,kmeans,,graph,d,,,TI,ICM,0.9,,,,,,,,,,,,,,,,,,,,,,
UMAP,louvain,,graph,d,,,TI,ICM,0.63,,,,,,,,,,,,,,,,,,,,,,
UMAP,spectral,,graph,d,,,TI,ICM,0.61,,,,,,,,,,,,,,,,,,,,,,
VAE,kmeans,,deep,d,,,TI,ICM,0.41,,,,,,,,,,,,,,,,,,,,,,
VAE,louvain,,deep,d,,,TI,ICM,0.36,,,,,,,,,,,,,,,,,,,,,,
VAE,spectral,,deep,d,,,TI,ICM,0.33,,,,,,,,,,,,,,,,,,,,,,
VASC,kmeans,,deep,d,,,TI,ICM,0.75,,,,,,,,,,,,,,,,,,,,,,
VASC,louvain,,deep,d,,,TI,ICM,0.58,,,,,,,,,,,,,,,,,,,,,,
VASC,spectral,,deep,d,,,TI,ICM,0.68,,,,,,,,,,,,,,,,,,,,,,
ZIFA,kmeans,,linear,d,,,TI,ICM,0.66,,,,,,,,,,,,,,,,,,,,,,
ZIFA,louvain,,linear,d,,,TI,ICM,0.64,,,,,,,,,,,,,,,,,,,,,,
ZIFA,spectral,,linear,d,,,TI,ICM,0.6,,,,,,,,,,,,,,,,,,,,,,
pCMF,kmeans,,linear,d,,,TI,ICM,0.31,,,,,,,,,,,,,,,,,,,,,,
pCMF,louvain,,linear,d,,,TI,ICM,0.31,,,,,,,,,,,,,,,,,,,,,,
pCMF,spectral,,linear,d,,,TI,ICM,0.26,,,,,,,,,,,,,,,,,,,,,,
scGAE,kmeans,,deep,d,,,TI,ICM,0.71,,,,,,,,,,,,,,,,,,,,,,
scGAE,louvain,,deep,d,,,TI,ICM,0.67,,,,,,,,,,,,,,,,,,,,,,
scGAE,spectral,,deep,d,,,TI,ICM,0.7,,,,,,,,,,,,,,,,,,,,,,
scGBM,kmeans,,linear,d,,,TI,ICM,0.63,,,,,,,,,,,,,,,,,,,,,,
scGBM,louvain,,linear,d,,,TI,ICM,0.53,,,,,,,,,,,,,,,,,,,,,,
scGBM,spectral,,linear,d,,,TI,ICM,0.53,,,,,,,,,,,,,,,,,,,,,,
scScope,kmeans,,deep,d,,,TI,ICM,0.04,,,,,,,,,,,,,,,,,,,,,,
scScope,louvain,,deep,d,,,TI,ICM,0.04,,,,,,,,,,,,,,,,,,,,,,
scScope,spectral,,deep,d,,,TI,ICM,0.05,,,,,,,,,,,,,,,,,,,,,,
scvis,kmeans,,deep,d,,,TI,ICM,0.93,,,,,,,,,,,,,,,,,,,,,,
scvis,louvain,,deep,d,,,TI,ICM,0.82,,,,,,,,,,,,,,,,,,,,,,
scvis,spectral,,deep,d,,,TI,ICM,0.77,,,,,,,,,,,,,,,,,,,,,,
t-SNE,kmeans,,metric,d,,,TI,ICM,0.85,,,,,,,,,,,,,,,,,,,,,,
t-SNE,louvain,,metric,d,,,TI,ICM,0.65,,,,,,,,,,,,,,,,,,,,,,
t-SNE,spectral,,metric,d,,,TI,ICM,0.69,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,kmeans,,linear,d,,,TI,ICM,0.32,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,louvain,,linear,d,,,TI,ICM,0.33,,,,,,,,,,,,,,,,,,,,,,
tGPLVM,spectral,,linear,d,,,TI,ICM,0.28,,,,,,,,,,,,,,,,,,,,,,
DRA,kmeans,,deep,d,,,TI,blastocyst,-0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,louvain,,deep,d,,,TI,blastocyst,-0.0,,,,,,,,,,,,,,,,,,,,,,
DRA,spectral,,deep,d,,,TI,blastocyst,-0.0,,,,,,,,,,,,,,,,,,,,,,
DREAM,kmeans,,deep,d,,,TI,blastocyst,0.77,,,,,,,,,,,,,,,,,,,,,,
DREAM,louvain,,deep,d,,,TI,blastocyst,0.66,,,,,,,,,,,,,,,,,,,,,,
DREAM,spectral,,deep,d,,,TI,blastocyst,0.73,,,,,,,,,,,,,,,,,,,,,,
EDGE,kmeans,,graph,d,,,TI,blastocyst,0.7,,,,,,,,,,,,,,,,,,,,,,
EDGE,louvain,,graph,d,,,TI,blastocyst,0.75,,,,,,,,,,,,,,,,,,,,,,
EDGE,spectral,,graph,d,,,TI,blastocyst,0.7,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,kmeans,,linear,d,,,TI,blastocyst,0.6,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,louvain,,linear,d,,,TI,blastocyst,0.58,,,,,,,,,,,,,,,,,,,,,,
GLMPCA,spectral,,linear,d,,,TI,blastocyst,0.54,,,,,,,,,,,,,,,,,,,,,,
IVIS,kmeans,,metric,d,,,TI,blastocyst,0.63,,,,,,,,,,,,,,,,,,,,,,
IVIS,louvain,,metric,d,,,TI,blastocyst,0.53,,,,,,,,,,,,,,,,,,,,,,
IVIS,spectral,,metric,d,,,TI,blastocyst,0.58,,,,,,,,,,,,,,,,,,,,,,
PCA,kmeans,,linear,d,,,TI,blastocyst,0.61,,,,,,,,,,,,,,,,,,,,,,
PCA,louvain,,linear,d,,,TI,blastocyst,0.65,,,,,,,,,,,,,,,,,,,,,,
