method_raw,value,method_id,parent_method,dataset_category,dataset_id,clustering_algorithm,metric
DRA,0.0,DRA,DRA,simulate,out_0.2,kmeans,HOMO
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.2,kmeans,HOMO
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.2,kmeans,HOMO
PCA,0.94,PCA,PCA,simulate,out_0.2,kmeans,HOMO
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,kmeans,HOMO
ivis,0.25,IVIS,IVIS,simulate,out_0.2,kmeans,NMI
scGAE,0.01,scGAE,scGAE,simulate,out_0.2,kmeans,NMI
scGBM,0.8,scGBM,scGBM,simulate,out_0.2,kmeans,NMI
SPDR,1.0,SPDR,SPDR,simulate,out_0.2,kmeans,NMI
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,kmeans,NMI
SQuaD_MDS_hybrid,0.86,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,kmeans,NMI
SCDRHA,0.49,SCDRHA,SCDRHA,simulate,out_0.2,kmeans,NMI
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.2,kmeans,NMI
UMAP,1.0,UMAP,UMAP,simulate,out_0.2,kmeans,NMI
VAE,0.89,VAE,VAE,simulate,out_0.2,kmeans,NMI
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,kmeans,NMI
ZIFA,0.92,ZIFA,ZIFA,simulate,out_0.2,kmeans,NMI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,kmeans,NMI
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,kmeans,NMI
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,kmeans,NMI
GLMPCA,0.77,GLMPCA,GLMPCA,simulate,out_0.2,kmeans,NMI
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,kmeans,NMI
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.2,kmeans,NMI
scScope,0.01,scScope,scScope,simulate,out_0.2,kmeans,NMI
scvis,0.01,scvis,scvis,simulate,out_0.2,kmeans,NMI
EDGE,0.98,EDGE,EDGE,simulate,out_0.2,kmeans,NMI
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,kmeans,NMI
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.2,kmeans,NMI
DRA,0.0,DRA,DRA,simulate,out_0.2,kmeans,NMI
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.2,kmeans,NMI
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.2,kmeans,NMI
PCA,0.94,PCA,PCA,simulate,out_0.2,kmeans,NMI
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,kmeans,NMI
ivis,0.37,IVIS,IVIS,simulate,out_0.2,kmeans,SIL
scGAE,0.51,scGAE,scGAE,simulate,out_0.2,kmeans,SIL
scGBM,0.51,scGBM,scGBM,simulate,out_0.2,kmeans,SIL
SPDR,0.88,SPDR,SPDR,simulate,out_0.2,kmeans,SIL
pCMF,0.29,pCMF,pCMF,simulate,out_0.2,kmeans,SIL
SQuaD_MDS_hybrid,0.58,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,kmeans,SIL
SCDRHA,0.48,SCDRHA,SCDRHA,simulate,out_0.2,kmeans,SIL
TSNE,0.84,t-SNE,t-SNE,simulate,out_0.2,kmeans,SIL
UMAP,0.75,UMAP,UMAP,simulate,out_0.2,kmeans,SIL
VAE,0.52,VAE,VAE,simulate,out_0.2,kmeans,SIL
DREAM,0.31,DREAM,DREAM,simulate,out_0.2,kmeans,SIL
ZIFA,0.73,ZIFA,ZIFA,simulate,out_0.2,kmeans,SIL
SSNMDI,0.55,SSNMDI,SSNMDI,simulate,out_0.2,kmeans,SIL
tGPLVM,0.93,tGPLVM,tGPLVM,simulate,out_0.2,kmeans,SIL
SQuaD_MDS,0.32,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,kmeans,SIL
GLMPCA,0.47,GLMPCA,GLMPCA,simulate,out_0.2,kmeans,SIL
PaCMAP,0.93,PaCMAP,PaCMAP,simulate,out_0.2,kmeans,SIL
ParametricUMAP200,0.87,Parametric UMAP 200,UMAP,simulate,out_0.2,kmeans,SIL
scScope,0.35,scScope,scScope,simulate,out_0.2,kmeans,SIL
scvis,0.53,scvis,scvis,simulate,out_0.2,kmeans,SIL
EDGE,0.62,EDGE,EDGE,simulate,out_0.2,kmeans,SIL
TriMap,0.88,TriMap,TriMap,simulate,out_0.2,kmeans,SIL
ParametricUMAP50,0.86,Parametric UMAP 50,UMAP,simulate,out_0.2,kmeans,SIL
DRA,0.32,DRA,DRA,simulate,out_0.2,kmeans,SIL
SIMLR,0.94,SIMLR,SIMLR,simulate,out_0.2,kmeans,SIL
SAUCIE,0.36,SAUCIE,SAUCIE,simulate,out_0.2,kmeans,SIL
PCA,0.73,PCA,PCA,simulate,out_0.2,kmeans,SIL
PHATE,0.96,PHATE,PHATE,simulate,out_0.2,kmeans,SIL
ivis,0.07,IVIS,IVIS,simulate,out_0.2,louvain,ARI
scGAE,0.02,scGAE,scGAE,simulate,out_0.2,louvain,ARI
scGBM,0.21,scGBM,scGBM,simulate,out_0.2,louvain,ARI
SPDR,0.26,SPDR,SPDR,simulate,out_0.2,louvain,ARI
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,louvain,ARI
SQuaD_MDS_hybrid,0.25,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,ARI
SCDRHA,0.17,SCDRHA,SCDRHA,simulate,out_0.2,louvain,ARI
TSNE,0.26,t-SNE,t-SNE,simulate,out_0.2,louvain,ARI
UMAP,0.25,UMAP,UMAP,simulate,out_0.2,louvain,ARI
VAE,0.26,VAE,VAE,simulate,out_0.2,louvain,ARI
DREAM,0.0,DREAM,DREAM,simulate,out_0.2,louvain,ARI
ZIFA,0.26,ZIFA,ZIFA,simulate,out_0.2,louvain,ARI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,louvain,ARI
tGPLVM,0.28,tGPLVM,tGPLVM,simulate,out_0.2,louvain,ARI
SQuaD_MDS,0.1,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,ARI
GLMPCA,0.2,GLMPCA,GLMPCA,simulate,out_0.2,louvain,ARI
PaCMAP,-0.0,PaCMAP,PaCMAP,simulate,out_0.2,louvain,ARI
ParametricUMAP200,0.25,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,ARI
scScope,0.01,scScope,scScope,simulate,out_0.2,louvain,ARI
scvis,0.0,scvis,scvis,simulate,out_0.2,louvain,ARI
EDGE,0.25,EDGE,EDGE,simulate,out_0.2,louvain,ARI
TriMap,0.27,TriMap,TriMap,simulate,out_0.2,louvain,ARI
ParametricUMAP50,0.27,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,ARI
DRA,-0.0,DRA,DRA,simulate,out_0.2,louvain,ARI
SIMLR,0.25,SIMLR,SIMLR,simulate,out_0.2,louvain,ARI
SAUCIE,0.0,SAUCIE,SAUCIE,simulate,out_0.2,louvain,ARI
PCA,0.24,PCA,PCA,simulate,out_0.2,louvain,ARI
PHATE,0.28,PHATE,PHATE,simulate,out_0.2,louvain,ARI
ivis,0.16,IVIS,IVIS,simulate,out_0.2,louvain,COMP
scGAE,0.04,scGAE,scGAE,simulate,out_0.2,louvain,COMP
scGBM,0.4,scGBM,scGBM,simulate,out_0.2,louvain,COMP
SPDR,0.48,SPDR,SPDR,simulate,out_0.2,louvain,COMP
pCMF,0.01,pCMF,pCMF,simulate,out_0.2,louvain,COMP
SQuaD_MDS_hybrid,0.45,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,COMP
SCDRHA,0.37,SCDRHA,SCDRHA,simulate,out_0.2,louvain,COMP
TSNE,0.48,t-SNE,t-SNE,simulate,out_0.2,louvain,COMP
UMAP,0.47,UMAP,UMAP,simulate,out_0.2,louvain,COMP
VAE,0.46,VAE,VAE,simulate,out_0.2,louvain,COMP
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,louvain,COMP
ZIFA,0.46,ZIFA,ZIFA,simulate,out_0.2,louvain,COMP
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,out_0.2,louvain,COMP
tGPLVM,0.49,tGPLVM,tGPLVM,simulate,out_0.2,louvain,COMP
SQuaD_MDS,0.21,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,COMP
GLMPCA,0.38,GLMPCA,GLMPCA,simulate,out_0.2,louvain,COMP
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,out_0.2,louvain,COMP
ParametricUMAP200,0.47,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,COMP
scScope,0.03,scScope,scScope,simulate,out_0.2,louvain,COMP
scvis,0.02,scvis,scvis,simulate,out_0.2,louvain,COMP
EDGE,0.47,EDGE,EDGE,simulate,out_0.2,louvain,COMP
TriMap,0.48,TriMap,TriMap,simulate,out_0.2,louvain,COMP
ParametricUMAP50,0.48,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,COMP
DRA,0.01,DRA,DRA,simulate,out_0.2,louvain,COMP
SIMLR,0.47,SIMLR,SIMLR,simulate,out_0.2,louvain,COMP
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.2,louvain,COMP
PCA,0.45,PCA,PCA,simulate,out_0.2,louvain,COMP
PHATE,0.49,PHATE,PHATE,simulate,out_0.2,louvain,COMP
ivis,0.33,IVIS,IVIS,simulate,out_0.2,louvain,HOMO
scGAE,0.09,scGAE,scGAE,simulate,out_0.2,louvain,HOMO
scGBM,0.84,scGBM,scGBM,simulate,out_0.2,louvain,HOMO
SPDR,1.0,SPDR,SPDR,simulate,out_0.2,louvain,HOMO
pCMF,0.02,pCMF,pCMF,simulate,out_0.2,louvain,HOMO
SQuaD_MDS_hybrid,0.91,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,HOMO
SCDRHA,0.83,SCDRHA,SCDRHA,simulate,out_0.2,louvain,HOMO
TSNE,1.0,t-SNE,t-SNE,simulate,out_0.2,louvain,HOMO
UMAP,1.0,UMAP,UMAP,simulate,out_0.2,louvain,HOMO
VAE,0.96,VAE,VAE,simulate,out_0.2,louvain,HOMO
DREAM,0.03,DREAM,DREAM,simulate,out_0.2,louvain,HOMO
ZIFA,0.92,ZIFA,ZIFA,simulate,out_0.2,louvain,HOMO
SSNMDI,0.02,SSNMDI,SSNMDI,simulate,out_0.2,louvain,HOMO
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,louvain,HOMO
SQuaD_MDS,0.44,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,HOMO
GLMPCA,0.81,GLMPCA,GLMPCA,simulate,out_0.2,louvain,HOMO
PaCMAP,0.02,PaCMAP,PaCMAP,simulate,out_0.2,louvain,HOMO
ParametricUMAP200,1.0,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,HOMO
scScope,0.07,scScope,scScope,simulate,out_0.2,louvain,HOMO
scvis,0.04,scvis,scvis,simulate,out_0.2,louvain,HOMO
EDGE,1.0,EDGE,EDGE,simulate,out_0.2,louvain,HOMO
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,louvain,HOMO
ParametricUMAP50,1.0,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,HOMO
DRA,0.02,DRA,DRA,simulate,out_0.2,louvain,HOMO
SIMLR,1.0,SIMLR,SIMLR,simulate,out_0.2,louvain,HOMO
SAUCIE,0.04,SAUCIE,SAUCIE,simulate,out_0.2,louvain,HOMO
PCA,0.94,PCA,PCA,simulate,out_0.2,louvain,HOMO
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,louvain,HOMO
ivis,0.21,IVIS,IVIS,simulate,out_0.2,louvain,NMI
scGAE,0.06,scGAE,scGAE,simulate,out_0.2,louvain,NMI
scGBM,0.54,scGBM,scGBM,simulate,out_0.2,louvain,NMI
SPDR,0.65,SPDR,SPDR,simulate,out_0.2,louvain,NMI
pCMF,0.01,pCMF,pCMF,simulate,out_0.2,louvain,NMI
SQuaD_MDS_hybrid,0.6,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,NMI
SCDRHA,0.52,SCDRHA,SCDRHA,simulate,out_0.2,louvain,NMI
TSNE,0.65,t-SNE,t-SNE,simulate,out_0.2,louvain,NMI
UMAP,0.64,UMAP,UMAP,simulate,out_0.2,louvain,NMI
VAE,0.62,VAE,VAE,simulate,out_0.2,louvain,NMI
DREAM,0.02,DREAM,DREAM,simulate,out_0.2,louvain,NMI
ZIFA,0.62,ZIFA,ZIFA,simulate,out_0.2,louvain,NMI
SSNMDI,0.01,SSNMDI,SSNMDI,simulate,out_0.2,louvain,NMI
tGPLVM,0.66,tGPLVM,tGPLVM,simulate,out_0.2,louvain,NMI
SQuaD_MDS,0.28,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,NMI
GLMPCA,0.52,GLMPCA,GLMPCA,simulate,out_0.2,louvain,NMI
PaCMAP,0.01,PaCMAP,PaCMAP,simulate,out_0.2,louvain,NMI
ParametricUMAP200,0.64,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,NMI
scScope,0.04,scScope,scScope,simulate,out_0.2,louvain,NMI
scvis,0.02,scvis,scvis,simulate,out_0.2,louvain,NMI
EDGE,0.64,EDGE,EDGE,simulate,out_0.2,louvain,NMI
TriMap,0.65,TriMap,TriMap,simulate,out_0.2,louvain,NMI
ParametricUMAP50,0.65,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,NMI
DRA,0.01,DRA,DRA,simulate,out_0.2,louvain,NMI
SIMLR,0.64,SIMLR,SIMLR,simulate,out_0.2,louvain,NMI
SAUCIE,0.03,SAUCIE,SAUCIE,simulate,out_0.2,louvain,NMI
PCA,0.61,PCA,PCA,simulate,out_0.2,louvain,NMI
PHATE,0.66,PHATE,PHATE,simulate,out_0.2,louvain,NMI
ivis,0.23,IVIS,IVIS,simulate,out_0.2,louvain,SIL
scGAE,0.37,scGAE,scGAE,simulate,out_0.2,louvain,SIL
scGBM,0.22,scGBM,scGBM,simulate,out_0.2,louvain,SIL
SPDR,0.2,SPDR,SPDR,simulate,out_0.2,louvain,SIL
pCMF,-0.44,pCMF,pCMF,simulate,out_0.2,louvain,SIL
SQuaD_MDS_hybrid,0.23,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,louvain,SIL
SCDRHA,0.35,SCDRHA,SCDRHA,simulate,out_0.2,louvain,SIL
TSNE,0.25,t-SNE,t-SNE,simulate,out_0.2,louvain,SIL
UMAP,0.29,UMAP,UMAP,simulate,out_0.2,louvain,SIL
VAE,0.29,VAE,VAE,simulate,out_0.2,louvain,SIL
DREAM,0.24,DREAM,DREAM,simulate,out_0.2,louvain,SIL
ZIFA,0.25,ZIFA,ZIFA,simulate,out_0.2,louvain,SIL
SSNMDI,0.43,SSNMDI,SSNMDI,simulate,out_0.2,louvain,SIL
tGPLVM,0.19,tGPLVM,tGPLVM,simulate,out_0.2,louvain,SIL
SQuaD_MDS,0.25,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,louvain,SIL
GLMPCA,0.23,GLMPCA,GLMPCA,simulate,out_0.2,louvain,SIL
PaCMAP,0.25,PaCMAP,PaCMAP,simulate,out_0.2,louvain,SIL
ParametricUMAP200,0.29,Parametric UMAP 200,UMAP,simulate,out_0.2,louvain,SIL
scScope,0.27,scScope,scScope,simulate,out_0.2,louvain,SIL
scvis,0.5,scvis,scvis,simulate,out_0.2,louvain,SIL
EDGE,0.3,EDGE,EDGE,simulate,out_0.2,louvain,SIL
TriMap,0.21,TriMap,TriMap,simulate,out_0.2,louvain,SIL
ParametricUMAP50,0.25,Parametric UMAP 50,UMAP,simulate,out_0.2,louvain,SIL
DRA,0.21,DRA,DRA,simulate,out_0.2,louvain,SIL
SIMLR,0.34,SIMLR,SIMLR,simulate,out_0.2,louvain,SIL
SAUCIE,0.21,SAUCIE,SAUCIE,simulate,out_0.2,louvain,SIL
PCA,0.26,PCA,PCA,simulate,out_0.2,louvain,SIL
PHATE,0.2,PHATE,PHATE,simulate,out_0.2,louvain,SIL
ivis,0.21,IVIS,IVIS,simulate,out_0.2,spectral,ARI
scGAE,0.0,scGAE,scGAE,simulate,out_0.2,spectral,ARI
scGBM,0.72,scGBM,scGBM,simulate,out_0.2,spectral,ARI
SPDR,0.73,SPDR,SPDR,simulate,out_0.2,spectral,ARI
pCMF,-0.0,pCMF,pCMF,simulate,out_0.2,spectral,ARI
SQuaD_MDS_hybrid,0.91,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,ARI
SCDRHA,0.34,SCDRHA,SCDRHA,simulate,out_0.2,spectral,ARI
TSNE,0.72,t-SNE,t-SNE,simulate,out_0.2,spectral,ARI
UMAP,0.78,UMAP,UMAP,simulate,out_0.2,spectral,ARI
VAE,0.95,VAE,VAE,simulate,out_0.2,spectral,ARI
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,spectral,ARI
ZIFA,0.69,ZIFA,ZIFA,simulate,out_0.2,spectral,ARI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,spectral,ARI
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,spectral,ARI
SQuaD_MDS,0.27,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,ARI
GLMPCA,0.61,GLMPCA,GLMPCA,simulate,out_0.2,spectral,ARI
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,spectral,ARI
ParametricUMAP200,0.74,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,ARI
scScope,0.01,scScope,scScope,simulate,out_0.2,spectral,ARI
scvis,0.01,scvis,scvis,simulate,out_0.2,spectral,ARI
EDGE,0.99,EDGE,EDGE,simulate,out_0.2,spectral,ARI
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,spectral,ARI
ParametricUMAP50,0.34,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,ARI
DRA,0.0,DRA,DRA,simulate,out_0.2,spectral,ARI
SIMLR,0.57,SIMLR,SIMLR,simulate,out_0.2,spectral,ARI
SAUCIE,0.01,SAUCIE,SAUCIE,simulate,out_0.2,spectral,ARI
PCA,0.7,PCA,PCA,simulate,out_0.2,spectral,ARI
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,spectral,ARI
ivis,0.26,IVIS,IVIS,simulate,out_0.2,spectral,COMP
scGAE,0.01,scGAE,scGAE,simulate,out_0.2,spectral,COMP
scGBM,0.79,scGBM,scGBM,simulate,out_0.2,spectral,COMP
SPDR,0.87,SPDR,SPDR,simulate,out_0.2,spectral,COMP
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,spectral,COMP
SQuaD_MDS_hybrid,0.88,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,COMP
SCDRHA,0.51,SCDRHA,SCDRHA,simulate,out_0.2,spectral,COMP
TSNE,0.86,t-SNE,t-SNE,simulate,out_0.2,spectral,COMP
UMAP,0.86,UMAP,UMAP,simulate,out_0.2,spectral,COMP
VAE,0.92,VAE,VAE,simulate,out_0.2,spectral,COMP
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,spectral,COMP
ZIFA,0.79,ZIFA,ZIFA,simulate,out_0.2,spectral,COMP
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,spectral,COMP
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,spectral,COMP
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,COMP
GLMPCA,0.7,GLMPCA,GLMPCA,simulate,out_0.2,spectral,COMP
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,spectral,COMP
ParametricUMAP200,0.86,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,COMP
scScope,0.01,scScope,scScope,simulate,out_0.2,spectral,COMP
scvis,0.01,scvis,scvis,simulate,out_0.2,spectral,COMP
EDGE,0.99,EDGE,EDGE,simulate,out_0.2,spectral,COMP
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,spectral,COMP
ParametricUMAP50,0.73,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,COMP
DRA,0.0,DRA,DRA,simulate,out_0.2,spectral,COMP
SIMLR,0.75,SIMLR,SIMLR,simulate,out_0.2,spectral,COMP
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.2,spectral,COMP
PCA,0.8,PCA,PCA,simulate,out_0.2,spectral,COMP
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,spectral,COMP
ivis,0.27,IVIS,IVIS,simulate,out_0.2,spectral,HOMO
scGAE,0.01,scGAE,scGAE,simulate,out_0.2,spectral,HOMO
scGBM,0.81,scGBM,scGBM,simulate,out_0.2,spectral,HOMO
SPDR,0.86,SPDR,SPDR,simulate,out_0.2,spectral,HOMO
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,spectral,HOMO
SQuaD_MDS_hybrid,0.88,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,HOMO
SCDRHA,0.52,SCDRHA,SCDRHA,simulate,out_0.2,spectral,HOMO
TSNE,0.85,t-SNE,t-SNE,simulate,out_0.2,spectral,HOMO
UMAP,0.89,UMAP,UMAP,simulate,out_0.2,spectral,HOMO
VAE,0.93,VAE,VAE,simulate,out_0.2,spectral,HOMO
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,spectral,HOMO
ZIFA,0.79,ZIFA,ZIFA,simulate,out_0.2,spectral,HOMO
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,spectral,HOMO
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,spectral,HOMO
SQuaD_MDS,0.34,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,HOMO
GLMPCA,0.72,GLMPCA,GLMPCA,simulate,out_0.2,spectral,HOMO
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,spectral,HOMO
ParametricUMAP200,0.86,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,HOMO
scScope,0.01,scScope,scScope,simulate,out_0.2,spectral,HOMO
scvis,0.01,scvis,scvis,simulate,out_0.2,spectral,HOMO
EDGE,0.99,EDGE,EDGE,simulate,out_0.2,spectral,HOMO
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,spectral,HOMO
ParametricUMAP50,0.58,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,HOMO
DRA,0.0,DRA,DRA,simulate,out_0.2,spectral,HOMO
SIMLR,0.76,SIMLR,SIMLR,simulate,out_0.2,spectral,HOMO
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.2,spectral,HOMO
PCA,0.8,PCA,PCA,simulate,out_0.2,spectral,HOMO
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,spectral,HOMO
ivis,0.26,IVIS,IVIS,simulate,out_0.2,spectral,NMI
scGAE,0.01,scGAE,scGAE,simulate,out_0.2,spectral,NMI
scGBM,0.8,scGBM,scGBM,simulate,out_0.2,spectral,NMI
SPDR,0.87,SPDR,SPDR,simulate,out_0.2,spectral,NMI
pCMF,0.0,pCMF,pCMF,simulate,out_0.2,spectral,NMI
SQuaD_MDS_hybrid,0.88,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,NMI
SCDRHA,0.52,SCDRHA,SCDRHA,simulate,out_0.2,spectral,NMI
TSNE,0.86,t-SNE,t-SNE,simulate,out_0.2,spectral,NMI
UMAP,0.88,UMAP,UMAP,simulate,out_0.2,spectral,NMI
VAE,0.92,VAE,VAE,simulate,out_0.2,spectral,NMI
DREAM,0.01,DREAM,DREAM,simulate,out_0.2,spectral,NMI
ZIFA,0.79,ZIFA,ZIFA,simulate,out_0.2,spectral,NMI
SSNMDI,0.0,SSNMDI,SSNMDI,simulate,out_0.2,spectral,NMI
tGPLVM,1.0,tGPLVM,tGPLVM,simulate,out_0.2,spectral,NMI
SQuaD_MDS,0.33,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,NMI
GLMPCA,0.71,GLMPCA,GLMPCA,simulate,out_0.2,spectral,NMI
PaCMAP,0.0,PaCMAP,PaCMAP,simulate,out_0.2,spectral,NMI
ParametricUMAP200,0.86,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,NMI
scScope,0.01,scScope,scScope,simulate,out_0.2,spectral,NMI
scvis,0.01,scvis,scvis,simulate,out_0.2,spectral,NMI
EDGE,0.99,EDGE,EDGE,simulate,out_0.2,spectral,NMI
TriMap,1.0,TriMap,TriMap,simulate,out_0.2,spectral,NMI
ParametricUMAP50,0.65,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,NMI
DRA,0.0,DRA,DRA,simulate,out_0.2,spectral,NMI
SIMLR,0.76,SIMLR,SIMLR,simulate,out_0.2,spectral,NMI
SAUCIE,0.02,SAUCIE,SAUCIE,simulate,out_0.2,spectral,NMI
PCA,0.8,PCA,PCA,simulate,out_0.2,spectral,NMI
PHATE,1.0,PHATE,PHATE,simulate,out_0.2,spectral,NMI
ivis,0.35,IVIS,IVIS,simulate,out_0.2,spectral,SIL
scGAE,0.5,scGAE,scGAE,simulate,out_0.2,spectral,SIL
scGBM,0.51,scGBM,scGBM,simulate,out_0.2,spectral,SIL
SPDR,0.52,SPDR,SPDR,simulate,out_0.2,spectral,SIL
pCMF,-0.09,pCMF,pCMF,simulate,out_0.2,spectral,SIL
SQuaD_MDS_hybrid,0.57,SQuaD-MDS hybrid,SQuaD-MDS,simulate,out_0.2,spectral,SIL
SCDRHA,0.38,SCDRHA,SCDRHA,simulate,out_0.2,spectral,SIL
TSNE,0.42,t-SNE,t-SNE,simulate,out_0.2,spectral,SIL
UMAP,0.56,UMAP,UMAP,simulate,out_0.2,spectral,SIL
VAE,0.51,VAE,VAE,simulate,out_0.2,spectral,SIL
DREAM,0.28,DREAM,DREAM,simulate,out_0.2,spectral,SIL
ZIFA,0.38,ZIFA,ZIFA,simulate,out_0.2,spectral,SIL
SSNMDI,0.39,SSNMDI,SSNMDI,simulate,out_0.2,spectral,SIL
tGPLVM,0.93,tGPLVM,tGPLVM,simulate,out_0.2,spectral,SIL
SQuaD_MDS,0.31,SQuaD-MDS,SQuaD-MDS,simulate,out_0.2,spectral,SIL
GLMPCA,0.44,GLMPCA,GLMPCA,simulate,out_0.2,spectral,SIL
PaCMAP,0.47,PaCMAP,PaCMAP,simulate,out_0.2,spectral,SIL
ParametricUMAP200,0.49,Parametric UMAP 200,UMAP,simulate,out_0.2,spectral,SIL
scScope,0.35,scScope,scScope,simulate,out_0.2,spectral,SIL
scvis,0.49,scvis,scvis,simulate,out_0.2,spectral,SIL
EDGE,0.61,EDGE,EDGE,simulate,out_0.2,spectral,SIL
TriMap,0.88,TriMap,TriMap,simulate,out_0.2,spectral,SIL
ParametricUMAP50,0.1,Parametric UMAP 50,UMAP,simulate,out_0.2,spectral,SIL
DRA,0.29,DRA,DRA,simulate,out_0.2,spectral,SIL
SIMLR,0.25,SIMLR,SIMLR,simulate,out_0.2,spectral,SIL
SAUCIE,0.32,SAUCIE,SAUCIE,simulate,out_0.2,spectral,SIL
PCA,0.37,PCA,PCA,simulate,out_0.2,spectral,SIL
PHATE,0.96,PHATE,PHATE,simulate,out_0.2,spectral,SIL
ivis,0.14,IVIS,IVIS,simulate,out_0.3,kmeans,ARI
scGAE,0.01,scGAE,scGAE,simulate,out_0.3,kmeans,ARI
scGBM,0.78,scGBM,scGBM,simulate,out_0.3,kmeans,ARI
